,Source,Target,Weight
48576,bbonge_,saddummy,2925
48577,bbonge_,nodolly,2388
48579,bbonge_,flurry1989,806
48580,bbonge_,kss7749,637
48581,bbonge_,zilioner,1363
48582,bbonge_,looksam,819
48583,bbonge_,runner0608,2815
48584,bbonge_,sal_gu,1222
48585,bbonge_,portialyn,904
48586,bbonge_,sah_yang,4848
48587,bbonge_,alenenwooptv,506
48588,bbonge_,sn400ja,745
48589,bbonge_,nokduro,1764
48590,bbonge_,mlchoins,792
48591,bbonge_,paka9999,1183
48592,bbonge_,kimdduddi,8890
48593,bbonge_,ch1ckenkun,1535
48594,bbonge_,sooflower,572
48595,bbonge_,magenta62,777
48596,bbonge_,aba4647,628
48597,bbonge_,ma_mwa,3014
48598,bbonge_,mister903,689
48599,bbonge_,silphtv,5950
48600,bbonge_,crazzyccat,520
48601,bbonge_,xkwhd,879
48602,bbonge_,yd0821,986
48603,bbonge_,95pingman,2236
48604,bbonge_,nanayango3o,8256
48605,bbonge_,kumikomii,6239
48606,bbonge_,kuiki771,5951
48607,bbonge_,s1032204,6463
48608,bbonge_,inecr7024,601
48610,bbonge_,dda_ju,3704
48611,bbonge_,rkdthdus930,1799
48703,starsmitten,emilyywang,1591
48710,starsmitten,richwcampbell,685
48711,starsmitten,yvonnie,12357
48712,starsmitten,summit1g,1766
48716,starsmitten,ploo,3021
48736,starsmitten,ironmouse,1957
48741,starsmitten,fobm4ster,586
48752,starsmitten,robinsongz,747
48758,starsmitten,kkatamina,9802
48759,starsmitten,buddha,1760
48761,starsmitten,pokelawls,800
48762,starsmitten,dapr,1324
48766,starsmitten,lilypichu,13783
48768,starsmitten,tuonto,691
48769,starsmitten,fuslie,8985
48772,starsmitten,39daph,6461
48775,starsmitten,loltyler1,2861
48779,starsmitten,bananabrea,675
48780,starsmitten,sleepy,3495
48781,starsmitten,forsen,581
48787,starsmitten,shroud,9756
48793,starsmitten,tarik,1697
48795,starsmitten,cyr,622
48798,starsmitten,bnans,3380
48799,starsmitten,adeptthebest,695
48801,starsmitten,aceu,3164
48802,starsmitten,pokimane,10563
48803,starsmitten,ethos,4153
48805,starsmitten,lol_nemesis,1387
48808,starsmitten,moistcr1tikal,1959
48810,starsmitten,karljacobs,817
48815,starsmitten,mang0,637
48816,starsmitten,dogdog,715
48820,starsmitten,nyanners,838
48835,tmxk319,ao_o5,672
48836,tmxk319,yumyumyu77,3544
48837,tmxk319,steelohs,1592
48838,tmxk319,nanajam777,1321
48839,tmxk319,kangqui,635
48840,tmxk319,kimdoe,2066
48841,tmxk319,hejin0_0,1752
48842,tmxk319,skswhdkgo1,1195
48844,tmxk319,ljh0328,2187
48845,tmxk319,leechunhyang,1311
48846,tmxk319,collet11,1156
48847,tmxk319,bighead033,566
48848,tmxk319,haxxnini,1456
48849,tmxk319,acro_land,714
48850,tmxk319,chodan_,1403
48851,tmxk319,lol_woolf,1718
48853,tmxk319,rhffkddl96,2303
48855,tmxk319,dua3362,602
48856,tmxk319,ajehr,1864
48858,tmxk319,jdm2088,1570
48859,tmxk319,sonycast_,1799
48860,tmxk319,rkdwl12,916
48861,tmxk319,ddahyoni,8370
48862,tmxk319,woohankyung,1484
48863,tmxk319,lol_ambition,6090
48864,tmxk319,msmsms213,748
48865,tmxk319,jinu6734,2413
48866,tmxk319,gongparipa,1490
48867,tmxk319,rlgus1006,3473
48868,tmxk319,surrenderhs,1146
48870,tmxk319,zzamtiger0310,1227
48871,tmxk319,saddummy,5795
48873,tmxk319,nodolly,4591
48875,tmxk319,flurry1989,3730
48876,tmxk319,kss7749,1478
48877,tmxk319,zilioner,7982
48878,tmxk319,looksam,4972
48879,tmxk319,runner0608,7454
48880,tmxk319,sal_gu,2359
48881,tmxk319,portialyn,3449
48882,tmxk319,sees360,1308
48883,tmxk319,sah_yang,1220
48884,tmxk319,sn400ja,819
48885,tmxk319,nokduro,4670
48886,tmxk319,pusa6019,517
48887,tmxk319,mlchoins,1710
48888,tmxk319,paka9999,24036
48889,tmxk319,kimdduddi,1397
48890,tmxk319,ch1ckenkun,2573
48891,tmxk319,airshowerse,718
48892,tmxk319,loltyler1,750
48893,tmxk319,sooflower,1422
48894,tmxk319,magenta62,1157
48895,tmxk319,aba4647,15492
48896,tmxk319,ma_mwa,524
48897,tmxk319,shroud,699
48898,tmxk319,mister903,1541
48899,tmxk319,silphtv,1125
48900,tmxk319,crazzyccat,3785
48901,tmxk319,hatsalsal,966
48902,tmxk319,xkwhd,11226
48903,tmxk319,yd0821,1534
48904,tmxk319,95pingman,804
48905,tmxk319,nanayango3o,1113
48907,tmxk319,tranth,782
48909,tmxk319,kumikomii,1386
48910,tmxk319,kuiki771,1210
48911,tmxk319,s1032204,1738
48912,tmxk319,inecr7024,1408
48914,tmxk319,dda_ju,7404
48915,tmxk319,baedony,1034
48916,tmxk319,rkdthdus930,2977
48918,tmxk319,jungtaejune,1044
48922,emilyywang,yvonnie,1084
48923,emilyywang,summit1g,1192
48926,emilyywang,ploo,660
48949,emilyywang,robinsongz,9793
48952,emilyywang,kkatamina,928
48953,emilyywang,buddha,510
48959,emilyywang,lilypichu,2338
48960,emilyywang,fuslie,733
48961,emilyywang,39daph,1287
48965,emilyywang,loltyler1,3816
48967,emilyywang,forsen,608
48971,emilyywang,shroud,4735
48975,emilyywang,tarik,845
48977,emilyywang,bnans,563
48978,emilyywang,aceu,1134
48979,emilyywang,pokimane,1657
48981,emilyywang,lol_nemesis,1487
48982,emilyywang,moistcr1tikal,613
48983,emilyywang,keanelol,4583
48986,emilyywang,dogdog,936
49437,ao_o5,hejin0_0,1644
49438,ao_o5,leechunhyang,1674
49439,ao_o5,collet11,2267
49440,ao_o5,haxxnini,596
49441,ao_o5,chodan_,596
49442,ao_o5,jdm2088,1144
49443,ao_o5,rkdwl12,2107
49444,ao_o5,woohankyung,663
49445,ao_o5,msmsms213,956
49446,ao_o5,jinu6734,2799
49447,ao_o5,gongparipa,2948
49449,ao_o5,saddummy,1404
49450,ao_o5,zilioner,506
49451,ao_o5,runner0608,662
49452,ao_o5,sah_yang,2552
49453,ao_o5,nokduro,564
49454,ao_o5,paka9999,618
49455,ao_o5,kimdduddi,1680
49456,ao_o5,sooflower,632
49457,ao_o5,magenta62,961
49458,ao_o5,ma_mwa,1553
49459,ao_o5,silphtv,1620
49460,ao_o5,yd0821,513
49461,ao_o5,95pingman,1467
49462,ao_o5,nanayango3o,2509
49463,ao_o5,kumikomii,3752
49464,ao_o5,kuiki771,2990
49465,ao_o5,s1032204,2598
49467,ao_o5,dda_ju,652
50124,dmdtkadl69,sal_gu,1955
50130,xmerghani,vysotzky,3682
50138,xmerghani,polsatgames,600
50139,xmerghani,pisicela,4609
50513,kentung,jielun1215,4121
50514,kentung,shuteye_orange,1036
50515,kentung,blusewilly_retry,2420
50518,kentung,haxxnini,836
50521,kentung,guanweiboy,6824
50522,kentung,inkiiing,665
50523,kentung,linfufu,643
50524,kentung,jongie,1953
50525,kentung,woohankyung,769
50528,kentung,chen810830,1522
50530,kentung,ggbb528,835
50532,kentung,zhiting_li,2922
50534,kentung,zrush,3440
50535,kentung,roieee,9215
50536,kentung,zondalol,1396
50537,kentung,qttsix,2663
50538,kentung,et_1231,2780
50539,kentung,a541021,1497
50540,kentung,hipudding1223,545
50542,kentung,taxi2g,714
50543,kentung,muse_tw,1157
50544,kentung,qq7925168,1664
50545,kentung,butterflyouo,2136
50547,kentung,sooflower,525
50548,kentung,bebelolz,1351
50550,kentung,lilballzlolz,506
50552,kentung,shroud,1095
50553,kentung,chiawei1031tv,2384
50554,kentung,xargon0731,4840
50555,kentung,kyo1984123,1614
50558,kentung,gunguno,4775
50559,kentung,kr1stw,774
50561,kentung,stormen,678
50562,kentung,mr_wuco,713
50563,kentung,aceu,2036
50565,kentung,q158688920,781
50566,kentung,kiss_850722,534
50567,kentung,godjj,1641
50568,kentung,lolpacifictw,602
50569,kentung,bamow,505
50571,hastad,deercheerup,1182
50573,hastad,nuuhfps,674
50574,hastad,casimito,3121
50575,hastad,frttt,1954
50581,hastad,revolta,1601
50589,hastad,cidcidoso,546
50590,hastad,sacy,2618
50593,hastad,pimpimenta,2308
50594,hastad,loltyler1,554
50595,hastad,absoluttlol,548
50596,hastad,shroud,1344
50598,hastad,ibai,586
50599,hastad,c9judite,570
50600,hastad,grafo,759
50601,hastad,gafallen,521
50602,hastad,alanzoka,3278
50603,hastad,oestagiario,907
50604,hastad,yayahuz,744
50666,yumyumyu77,steelohs,674
50667,yumyumyu77,nanajam777,2754
50668,yumyumyu77,leehunnyeo,2516
50669,yumyumyu77,kangqui,1115
50670,yumyumyu77,kimdoe,3642
50671,yumyumyu77,hejin0_0,1024
50672,yumyumyu77,ljh0328,605
50673,yumyumyu77,leechunhyang,3251
50674,yumyumyu77,collet11,648
50675,yumyumyu77,haxxnini,1838
50677,yumyumyu77,acro_land,560
50678,yumyumyu77,chodan_,1397
50679,yumyumyu77,lol_woolf,1662
50681,yumyumyu77,sizer0346,605
50683,yumyumyu77,dua3362,783
50684,yumyumyu77,ajehr,1818
50686,yumyumyu77,sonycast_,7600
50687,yumyumyu77,rkdwl12,660
50688,yumyumyu77,ddahyoni,9416
50689,yumyumyu77,woohankyung,1988
50690,yumyumyu77,lol_ambition,2455
50691,yumyumyu77,yoowooyang,503
50692,yumyumyu77,jinu6734,1304
50693,yumyumyu77,gongparipa,758
50694,yumyumyu77,surrenderhs,802
50696,yumyumyu77,zzamtiger0310,3116
50697,yumyumyu77,saddummy,16885
50699,yumyumyu77,nodolly,2608
50701,yumyumyu77,flurry1989,4984
50702,yumyumyu77,kss7749,3715
50703,yumyumyu77,zilioner,10186
50704,yumyumyu77,looksam,4787
50705,yumyumyu77,runner0608,9042
50706,yumyumyu77,sal_gu,1764
50707,yumyumyu77,portialyn,3369
50708,yumyumyu77,sees360,951
50709,yumyumyu77,sah_yang,634
50710,yumyumyu77,sn400ja,703
50711,yumyumyu77,nokduro,5533
50712,yumyumyu77,mlchoins,640
50713,yumyumyu77,paka9999,2614
50714,yumyumyu77,kimdduddi,650
50715,yumyumyu77,ch1ckenkun,1440
50716,yumyumyu77,sooflower,2698
50717,yumyumyu77,magenta62,1351
50718,yumyumyu77,aba4647,2204
50719,yumyumyu77,ma_mwa,863
50720,yumyumyu77,mister903,888
50721,yumyumyu77,crazzyccat,1303
50722,yumyumyu77,moogrr1211,683
50724,yumyumyu77,hatsalsal,4643
50725,yumyumyu77,xkwhd,1314
50726,yumyumyu77,yd0821,1295
50727,yumyumyu77,nanayango3o,1368
50729,yumyumyu77,tranth,1148
50731,yumyumyu77,kumikomii,966
50732,yumyumyu77,kuiki771,754
50733,yumyumyu77,s1032204,2048
50734,yumyumyu77,inecr7024,922
50736,yumyumyu77,dda_ju,6787
50737,yumyumyu77,baedony,1236
50738,yumyumyu77,rkdthdus930,8343
50739,yumyumyu77,jungtaejune,2217
50749,melina,richwcampbell,911
50750,melina,erobb221,968
50751,melina,casimito,613
50752,melina,summit1g,2630
50757,melina,ploo,535
50763,melina,haxxnini,947
50777,melina,artesianbuilds,531
50783,melina,ironmouse,679
50788,melina,woohankyung,984
50807,melina,auronplay,721
50813,melina,buddha,1053
50816,melina,et_1231,781
50819,melina,pokelawls,1365
50824,melina,koil,502
50829,melina,lilypichu,1118
50830,melina,fuslie,564
50831,melina,roflgator,532
50839,melina,39daph,1698
50845,melina,loltyler1,2691
50851,melina,forsen,2188
50852,melina,sooflower,997
50853,melina,magenta62,545
50856,melina,shroud,6609
50859,melina,zackrawrr,954
50862,melina,tarik,1016
50866,melina,ibai,1167
50867,melina,cyr,1073
50869,melina,bnans,893
50871,melina,adeptthebest,778
50874,melina,aceu,1087
50875,melina,pokimane,4796
50879,melina,alanzoka,543
50880,melina,ibabyrainbow,4577
50881,melina,lol_nemesis,1302
50885,melina,moistcr1tikal,1014
50888,melina,dogdog,588
50891,jielun1215,blusewilly_retry,571
50893,jielun1215,guanweiboy,1974
50894,jielun1215,jongie,539
50896,jielun1215,zhiting_li,912
50897,jielun1215,zrush,844
50898,jielun1215,roieee,2822
50899,jielun1215,zondalol,502
50900,jielun1215,qttsix,703
50901,jielun1215,et_1231,980
50902,jielun1215,a541021,503
50903,jielun1215,butterflyouo,715
50905,jielun1215,chiawei1031tv,920
50906,jielun1215,xargon0731,1531
50907,jielun1215,kyo1984123,531
50908,jielun1215,gunguno,1254
50910,jielun1215,aceu,647
50967,jbzzed,kinstaar,867
50986,jbzzed,mistermv,2628
51006,jbzzed,loltyler1,798
51007,jbzzed,shroud,2424
51008,jbzzed,chowh1,2261
51016,jbzzed,tarik,524
51021,jbzzed,pokimane,1115
51022,jbzzed,aypierre,684
51024,jbzzed,rhobalas_lol,3247
51031,jbzzed,loopooyt,643
51032,jbzzed,lestream,2485
51235,shuteye_orange,blusewilly_retry,7414
51236,shuteye_orange,summit1g,512
51237,shuteye_orange,jeffnam1129,648
51239,shuteye_orange,haxxnini,1232
51245,shuteye_orange,guanweiboy,2373
51246,shuteye_orange,inkiiing,1351
51247,shuteye_orange,linfufu,2773
51248,shuteye_orange,jongie,1245
51249,shuteye_orange,woohankyung,845
51250,shuteye_orange,chen810830,2126
51251,shuteye_orange,ggbb528,1600
51253,shuteye_orange,zhiting_li,2392
51254,shuteye_orange,saddummy,514
51256,shuteye_orange,mimiluckying,1313
51257,shuteye_orange,zrush,6008
51258,shuteye_orange,roieee,1250
51260,shuteye_orange,zondalol,1064
51261,shuteye_orange,waitou1117,578
51262,shuteye_orange,qttsix,5294
51263,shuteye_orange,et_1231,2850
51264,shuteye_orange,a541021,2897
51265,shuteye_orange,hipudding1223,847
51268,shuteye_orange,muse_tw,3036
51269,shuteye_orange,qq7925168,2235
51270,shuteye_orange,butterflyouo,1400
51272,shuteye_orange,loltyler1,601
51273,shuteye_orange,tetristhegrandmaster3,582
51274,shuteye_orange,sooflower,1080
51275,shuteye_orange,magenta62,564
51276,shuteye_orange,bebelolz,1615
51278,shuteye_orange,lilballzlolz,1101
51279,shuteye_orange,shroud,1102
51280,shuteye_orange,chiawei1031tv,518
51281,shuteye_orange,xargon0731,6111
51282,shuteye_orange,kyo1984123,5152
51285,shuteye_orange,gunguno,1957
51286,shuteye_orange,kr1stw,1058
51289,shuteye_orange,mr_wuco,1583
51291,shuteye_orange,q158688920,3361
51292,shuteye_orange,kiss_850722,1014
51294,shuteye_orange,godjj,5098
51295,shuteye_orange,kamiyu666,1588
51296,shuteye_orange,dogdog,765
51297,shuteye_orange,bamow,703
51370,steelohs,kimdoe,820
51371,steelohs,ljh0328,590
51372,steelohs,rhffkddl96,606
51373,steelohs,ddahyoni,2146
51374,steelohs,rlgus1006,692
51375,steelohs,surrenderhs,1363
51376,steelohs,saddummy,970
51377,steelohs,flurry1989,1293
51378,steelohs,kss7749,527
51379,steelohs,zilioner,2839
51380,steelohs,looksam,1052
51381,steelohs,runner0608,884
51382,steelohs,portialyn,1163
51383,steelohs,nokduro,1216
51384,steelohs,paka9999,1761
51385,steelohs,ch1ckenkun,600
51386,steelohs,aba4647,1552
51387,steelohs,xkwhd,1480
51389,steelohs,rkdthdus930,648
51390,steelohs,jungtaejune,566
51391,team_spiritzero,kimdoe,535
51392,team_spiritzero,saddummy,710
51393,team_spiritzero,kss7749,541
51394,team_spiritzero,zilioner,681
51395,team_spiritzero,nokduro,586
51446,pulgaboy,deercheerup,691
51447,pulgaboy,suetam1v4,14925
51448,pulgaboy,casimito,2641
51449,pulgaboy,shayvictorioo,530
51451,pulgaboy,frttt,1169
51453,pulgaboy,calango,627
51459,pulgaboy,loud_thurzin,544
51460,pulgaboy,ops1x,699
51464,pulgaboy,benjyfishy,879
51467,pulgaboy,sacy,1240
51476,pulgaboy,brasilfpss,659
51477,pulgaboy,alanzoka,2541
51478,pulgaboy,oestagiario,1036
51480,pulgaboy,yayahuz,516
51544,fl0m,summit1g,3633
51566,fl0m,dapr,786
51573,fl0m,loltyler1,1327
51576,fl0m,forsen,838
51577,fl0m,shroud,7168
51579,fl0m,tarik,5738
51580,fl0m,cyr,507
51581,fl0m,bnans,873
51583,fl0m,aceu,901
51584,fl0m,pokimane,991
51585,fl0m,gafallen,737
51586,fl0m,moistcr1tikal,789
51589,nanajam777,leehunnyeo,1255
51590,nanajam777,kimdoe,629
51591,nanajam777,leechunhyang,908
51592,nanajam777,haxxnini,1526
51593,nanajam777,chodan_,1185
51596,nanajam777,sonycast_,2495
51597,nanajam777,ddahyoni,1329
51598,nanajam777,woohankyung,1333
51599,nanajam777,lol_ambition,715
51600,nanajam777,jinu6734,684
51601,nanajam777,gongparipa,562
51602,nanajam777,zzamtiger0310,889
51603,nanajam777,saddummy,4092
51604,nanajam777,nodolly,594
51605,nanajam777,flurry1989,749
51606,nanajam777,kss7749,557
51607,nanajam777,zilioner,2883
51608,nanajam777,looksam,957
51609,nanajam777,runner0608,1320
51610,nanajam777,sal_gu,663
51611,nanajam777,portialyn,667
51612,nanajam777,sees360,730
51613,nanajam777,sah_yang,625
51614,nanajam777,nokduro,1114
51615,nanajam777,paka9999,1273
51616,nanajam777,ch1ckenkun,612
51617,nanajam777,sooflower,1689
51618,nanajam777,magenta62,1396
51619,nanajam777,aba4647,1109
51620,nanajam777,ma_mwa,501
51621,nanajam777,hatsalsal,1645
51622,nanajam777,nanayango3o,602
51625,nanajam777,kumikomii,768
51626,nanajam777,s1032204,842
51628,nanajam777,dda_ju,1126
51629,nanajam777,rkdthdus930,1465
51708,leehunnyeo,kimdoe,846
51709,leehunnyeo,leechunhyang,1170
51710,leehunnyeo,haxxnini,985
51711,leehunnyeo,chodan_,691
51712,leehunnyeo,sonycast_,2108
51713,leehunnyeo,ddahyoni,1222
51714,leehunnyeo,woohankyung,893
51715,leehunnyeo,jinu6734,574
51716,leehunnyeo,zzamtiger0310,758
51717,leehunnyeo,saddummy,3942
51718,leehunnyeo,flurry1989,665
51719,leehunnyeo,kss7749,876
51720,leehunnyeo,zilioner,1885
51721,leehunnyeo,looksam,600
51722,leehunnyeo,runner0608,1521
51723,leehunnyeo,nokduro,1107
51724,leehunnyeo,sooflower,1452
51725,leehunnyeo,magenta62,962
51726,leehunnyeo,ma_mwa,570
51727,leehunnyeo,hatsalsal,2337
51728,leehunnyeo,nanayango3o,856
51730,leehunnyeo,kumikomii,695
51731,leehunnyeo,s1032204,1085
51733,leehunnyeo,dda_ju,1151
51734,leehunnyeo,rkdthdus930,1809
51735,leehunnyeo,jungtaejune,594
52433,awfdota,bratiki94,2137
52435,awfdota,icebergdoto,12401
52440,awfdota,magical,2196
52445,awfdota,koreshzy,512
52455,awfdota,ybicanoooobov,2865
52459,awfdota,cheatbanned,1524
52461,awfdota,mistafaker,797
52463,awfdota,shroud,781
52468,awfdota,generalqw,4979
52477,hannahxxrose,yvonnie,647
52489,hannahxxrose,kkatamina,621
52493,hannahxxrose,lilypichu,1306
52494,hannahxxrose,fuslie,647
52497,hannahxxrose,ranboobutnot,3589
52498,hannahxxrose,tommyinnit,3292
52499,hannahxxrose,sylveey,621
52504,hannahxxrose,aimsey,2698
52507,hannahxxrose,pokimane,1552
52508,hannahxxrose,moistcr1tikal,540
52509,hannahxxrose,karljacobs,7661
52513,oniyadayo,fps_shaka,9490
52517,oniyadayo,nniru,1293
52518,oniyadayo,sasatikk,1127
52520,oniyadayo,valorant_jpn,1750
52522,oniyadayo,dasoku_aniki,4460
52523,oniyadayo,mokouliszt1,3306
52524,oniyadayo,surugamonkey0113,785
52525,oniyadayo,stylishnoob4,9452
52775,weathernewslive,fps_shaka,557
52943,kangqui,kimdoe,987
52944,kangqui,lol_woolf,935
52946,kangqui,sonycast_,903
52947,kangqui,ddahyoni,1821
52948,kangqui,lol_ambition,1319
52949,kangqui,saddummy,1534
52951,kangqui,flurry1989,1128
52952,kangqui,kss7749,888
52953,kangqui,zilioner,2205
52954,kangqui,looksam,629
52955,kangqui,runner0608,1274
52956,kangqui,portialyn,1149
52957,kangqui,nokduro,1223
52958,kangqui,paka9999,849
52959,kangqui,aba4647,531
52960,kangqui,crazzyccat,715
52962,kangqui,dda_ju,765
52963,kangqui,rkdthdus930,1063
52964,kangqui,jungtaejune,692
52972,littleragergirl,gonsabellla,1213
52978,littleragergirl,snoodyboo,921
52980,littleragergirl,sirolopez56,895
52993,littleragergirl,sujagg,1100
52995,littleragergirl,rickyedit,1216
53001,littleragergirl,auronplay,7831
53013,littleragergirl,loltyler1,1601
53019,littleragergirl,shroud,1655
53027,littleragergirl,ibai,18623
53028,littleragergirl,mery_soldier,923
53030,littleragergirl,alexelcapo,7149
53033,littleragergirl,pokimane,849
53035,littleragergirl,grafo,1385
53036,littleragergirl,lol_nemesis,1311
53037,littleragergirl,knekro,8626
53043,bratiki94,icebergdoto,4825
53049,bratiki94,magical,1061
53055,bratiki94,orkpod,633
53056,bratiki94,koreshzy,4026
53070,bratiki94,guit88man,1408
53072,bratiki94,ybicanoooobov,2634
53076,bratiki94,fasoollka,3536
53079,bratiki94,cheatbanned,6466
53082,bratiki94,forsen,604
53083,bratiki94,mistafaker,1072
53086,bratiki94,shroud,1656
53092,bratiki94,generalqw,2036
53094,bratiki94,follentass,4151
53097,bratiki94,elwycco,536
53102,bratiki94,paradeev1ch,2634
53104,bratiki94,freemok2,604
53105,bratiki94,pathofexilebota,626
53106,gonsabellla,ryux,508
53110,gonsabellla,sirolopez56,580
53119,gonsabellla,sujagg,871
53120,gonsabellla,rickyedit,664
53124,gonsabellla,auronplay,4991
53136,gonsabellla,shroud,521
53139,gonsabellla,ibai,7450
53141,gonsabellla,alexelcapo,706
53146,gonsabellla,knekro,1144
53239,qlnek,vysotzky,868
53244,qlnek,pisicela,578
53587,kimdoe,hejin0_0,837
53588,kimdoe,leechunhyang,1075
53589,kimdoe,collet11,605
53590,kimdoe,bighead033,1067
53591,kimdoe,haxxnini,676
53592,kimdoe,chodan_,581
53593,kimdoe,lol_woolf,886
53595,kimdoe,sizer0346,1275
53597,kimdoe,ajehr,3539
53599,kimdoe,sonycast_,3786
53600,kimdoe,rkdwl12,892
53601,kimdoe,ddahyoni,5734
53602,kimdoe,woohankyung,771
53603,kimdoe,lol_ambition,2793
53604,kimdoe,yoowooyang,674
53605,kimdoe,jinu6734,1070
53606,kimdoe,rlgus1006,523
53607,kimdoe,surrenderhs,902
53609,kimdoe,zzamtiger0310,3765
53610,kimdoe,saddummy,8914
53611,kimdoe,nodolly,1386
53612,kimdoe,flurry1989,3666
53613,kimdoe,kss7749,4667
53614,kimdoe,zilioner,12689
53615,kimdoe,looksam,1579
53616,kimdoe,runner0608,3792
53617,kimdoe,sal_gu,4559
53618,kimdoe,portialyn,4568
53619,kimdoe,sah_yang,674
53620,kimdoe,alenenwooptv,775
53621,kimdoe,sn400ja,944
53622,kimdoe,nokduro,8879
53623,kimdoe,pusa6019,805
53624,kimdoe,paka9999,2169
53625,kimdoe,ch1ckenkun,4439
53626,kimdoe,sooflower,1133
53627,kimdoe,magenta62,680
53628,kimdoe,aba4647,2221
53629,kimdoe,ma_mwa,794
53630,kimdoe,mister903,2077
53631,kimdoe,silphtv,525
53632,kimdoe,crazzyccat,1203
53633,kimdoe,hatsalsal,1977
53634,kimdoe,xkwhd,1213
53635,kimdoe,nanayango3o,1215
53636,kimdoe,tranth,9030
53638,kimdoe,kumikomii,909
53639,kimdoe,s1032204,1053
53641,kimdoe,dda_ju,1539
53642,kimdoe,baedony,602
53643,kimdoe,rkdthdus930,2913
53644,kimdoe,jungtaejune,11882
53649,hejin0_0,leechunhyang,2285
53650,hejin0_0,collet11,2826
53651,hejin0_0,bighead033,515
53652,hejin0_0,lol_woolf,1270
53654,hejin0_0,ajehr,720
53655,hejin0_0,jdm2088,658
