Real Source,Real Target,Weight
AnthonyZ,PENTA,12618
ash,PENTA,2293
Asmongold,PENTA,4303
Autumn,PENTA,1488
AvoidingThePuddle,PENTA,1170
B0aty,PENTA,529
BikeMan,PENTA,580
BobRoss,PENTA,592
BotezLive,PENTA,659
boxbox,PENTA,636
Caedrel,PENTA,680
Castro_1021,PENTA,933
CathFawr,PENTA,4912
Chap,PENTA,953
ClintStevens,PENTA,1995
cloakzy,PENTA,501
CohhCarnage,PENTA,2633
Criken,PENTA,688
Crystalst,PENTA,6992
curvyelephant,PENTA,4586
DansGaming,PENTA,752
Denis3D,PENTA,1543
Distortion2,PENTA,802
Doublelift,PENTA,585
Dyrus,PENTA,856
Elajjaz,PENTA,989
erobb221,PENTA,956
Fairlight_Excalibur,PENTA,820
Fextralife,PENTA,2723
Giantwaffle,PENTA,861
Gorgc,PENTA,625
greenish,PENTA,532
HAchubby,PENTA,533
Hirona,PENTA,8520
Hotted89,PENTA,4008
HutchMF,PENTA,6221
iddqd,PENTA,1975
iiTzTimmy,PENTA,938
imaqtpie,PENTA,1552
ImperialHal__,PENTA,721
ironmouse,PENTA,817
itmeJP,PENTA,524
ItsSammyP,PENTA,1608
Jerma985,PENTA,1444
Jonthebroski,PENTA,3569
Kate,PENTA,1819
Kiva,PENTA,2375
Kiwo,PENTA,1675
Kongfue,PENTA,1033
KristoferYee,PENTA,1305
Kyle,PENTA,23063
kyliebitkin,PENTA,7749
LIRIK,PENTA,6620
LunaOni,PENTA,3971
LVNDMARK,PENTA,1106
Lysium,PENTA,4626
m0xyy,PENTA,799
Mathil1,PENTA,679
MattRP,PENTA,4685
Maximilian_DOOD,PENTA,1044
Maximum,PENTA,799
maximusblack,PENTA,1745
Mendo,PENTA,563
midbeast,PENTA,854
MiltonTPike1,PENTA,2372
Ming,PENTA,719
Mizkif,PENTA,3593
Momo,PENTA,792
MOONMOON,PENTA,16374
Murda,PENTA,503
Myth,PENTA,546
Natsumiii,PENTA,681
neutreN,PENTA,2563
NICKMERCS,PENTA,1283
Nidas,PENTA,6428
nl_Kripp,PENTA,1665
Nmplol,PENTA,5431
Northernlion,PENTA,900
NymN,PENTA,1069
Otzdarva,PENTA,705
PaymoneyWubby,PENTA,1053
Ramee,PENTA,15958
RatedEpicz,PENTA,13394
RATIRL,PENTA,555
Ray__C,PENTA,5593
richwcampbell,PENTA,1467
robcdee,PENTA,679
ROSHTEIN,PENTA,1136
Sacriel,PENTA,812
Sequisha,PENTA,1435
SilentSentry,PENTA,1241
Simply,PENTA,603
singsing,PENTA,543
sips_,PENTA,960
Smashley,PENTA,1014
sneakylol,PENTA,1156
sodapoppin,PENTA,16759
Spaceboy,PENTA,7411
Ssaab,PENTA,14587
StaysafeTV,PENTA,565
Steelmage,PENTA,676
summit1g,PENTA,12639
Surefour,PENTA,3414
Sykkuno,PENTA,5893
TinaKitten,PENTA,595
TobiasFate,PENTA,554
Tomato,PENTA,1209
Towelliee,PENTA,1401
Trainwreckstv,PENTA,3738
UberHaxorNova,PENTA,6671
VALORANT,PENTA,1666
vei,PENTA,953
Whippy,PENTA,10623
willneff,PENTA,1371
xQc,PENTA,17705
Zerkaa,PENTA,2091
Ziggy,PENTA,2778
Zombie_Barricades,PENTA,520
elxokas,PeroniaxDeluxe,827
IlloJuan,PeroniaxDeluxe,584
8cho,Perxitaa,4614
aroyitt,Perxitaa,651
biyin_,Perxitaa,7168
coscu,Perxitaa,617
D3stri,Perxitaa,750
DessT3,Perxitaa,4089
elded,Perxitaa,1055
elisawaves,Perxitaa,777
ElMariana,Perxitaa,1895
ElRichMC,Perxitaa,514
elxokas,Perxitaa,2348
FolagorLives,Perxitaa,1004
IamCristinini,Perxitaa,4686
Jelty,Perxitaa,678
juansguarnizo,Perxitaa,12745
karchez,Perxitaa,4804
LITkillah,Perxitaa,613
Mayichi,Perxitaa,2775
NimuVT,Perxitaa,699
Reborn,Perxitaa,4578
Rubius,Perxitaa,9844
TitoDami,Perxitaa,546
39daph,Pestily,832
AdmiralBahroo,Pestily,2188
AdmiralBulldog,Pestily,553
Agustabell212,Pestily,5428
Alinity,Pestily,1043
Alkaizerx,Pestily,544
Amouranth,Pestily,1931
AnneMunition,Pestily,1400
Anthony_Kongphan,Pestily,2782
AnthonyZ,Pestily,1310
Anton,Pestily,3267
AquaFPS,Pestily,8230
artesianbuilds,Pestily,757
Asmongold,Pestily,3659
AvoidingThePuddle,Pestily,548
B0aty,Pestily,547
BeyondTheSummit,Pestily,743
BikeMan,Pestily,786
BobRoss,Pestily,705
BotezLive,Pestily,692
boxbox,Pestily,610
buddha,Pestily,1318
Caedrel,Pestily,723
Castro_1021,Pestily,995
chocoTaco,Pestily,1829
ClintStevens,Pestily,672
cloakzy,Pestily,739
CoconutB,Pestily,591
CodeMiko,Pestily,534
CohhCarnage,Pestily,4595
DansGaming,Pestily,1007
DanucD,Pestily,561
DashDucks,Pestily,540
Day9tv,Pestily,657
Deadlyslob,Pestily,7877
Dhalucard,Pestily,730
Distortion2,Pestily,980
Doublelift,Pestily,787
Dunduk,Pestily,618
Dyrus,Pestily,750
Elajjaz,Pestily,1153
elxokas,Pestily,5828
EsfandTV,Pestily,1694
ESL_SC2,Pestily,526
Ezekiel_III,Pestily,507
Fairlight_Excalibur,Pestily,955
Faker,Pestily,641
FENGRUSH,Pestily,779
Fextralife,Pestily,6339
fl0m,Pestily,513
GamesDoneQuick,Pestily,720
Geef,Pestily,936
Giantwaffle,Pestily,1082
gingy,Pestily,5707
Gladd,Pestily,904
Glorious_E,Pestily,4511
Gorgc,Pestily,826
GRONKH,Pestily,560
Grubby,Pestily,710
GTAWiseGuy,Pestily,1359
Hiko,Pestily,669
HutchMF,Pestily,1571
HyperRatTV,Pestily,4353
iiTzTimmy,Pestily,1848
imaqtpie,Pestily,1180
ImperialHal__,Pestily,1258
ironmouse,Pestily,536
itmeJP,Pestily,699
Jankos,Pestily,767
JERICHO,Pestily,765
Jerma985,Pestily,641
Jinnytty,Pestily,744
JoshOG,Pestily,2190
knueppelpaste,Pestily,848
koil,Pestily,1142
Kyedae,Pestily,514
Kyle,Pestily,1060
kyliebitkin,Pestily,538
LCS,Pestily,551
Leynainu,Pestily,574
lilypichu,Pestily,563
Limmy,Pestily,566
LIRIK,Pestily,5654
loltyler1,Pestily,3174
LuluLuvely,Pestily,531
LVNDMARK,Pestily,19863
Mathil1,Pestily,935
Matimi0,Pestily,540
Maximilian_DOOD,Pestily,786
Maximum,Pestily,515
melina,Pestily,554
midbeast,Pestily,990
Mizkif,Pestily,1433
MontanaBlack88,Pestily,1075
MOONMOON,Pestily,2497
NICKMERCS,Pestily,2453
Nightblue3,Pestily,508
Ninja,Pestily,2169
nl_Kripp,Pestily,1649
Nmplol,Pestily,1662
Northernlion,Pestily,695
NoWay4u_Sir,Pestily,539
nugiyen,Pestily,581
Otzdarva,Pestily,913
P4wnyhof,Pestily,700
PaymoneyWubby,Pestily,959
PENTA,Pestily,775
PietSmiet,Pestily,506
pokelawls,Pestily,1414
Posty,Pestily,1121
Preachlfw,Pestily,635
Psychoghost,Pestily,1006
PUBG_BATTLEGROUNDS,Pestily,683
QTCinderella,Pestily,1186
QuickyBaby,Pestily,613
Quin69,Pestily,2714
Rainbow6,Pestily,1636
RaizQT,Pestily,506
Ramee,Pestily,1744
RatedEpicz,Pestily,1579
RATIRL,Pestily,682
richwcampbell,Pestily,805
Ricoy,Pestily,4761
ROBN,Pestily,2556
roflgator,Pestily,553
Rogue,Pestily,535
ROSHTEIN,Pestily,1521
Sacriel,Pestily,4901
sashagrey,Pestily,745
scump,Pestily,563
Sequisha,Pestily,7379
ShackyHD,Pestily,598
ShahZaM,Pestily,647
Shotz,Pestily,800
Silithur,Pestily,4500
singsing,Pestily,747
sips_,Pestily,1008
sneakylol,Pestily,1255
Snip3down,Pestily,522
sodapoppin,Pestily,4812
Ssaab,Pestily,651
StaysafeTV,Pestily,587
Steelmage,Pestily,1013
StreamerHouse,Pestily,1145
summit1g,Pestily,12862
Sweet_Anita,Pestily,519
sweetdreams,Pestily,737
Sykkuno,Pestily,847
Symfuhny,Pestily,620
SypherPK,Pestily,528
T90Official,Pestily,584
TFBlade,Pestily,521
Tfue,Pestily,1373
The_Happy_Hob,Pestily,545
Thebausffs,Pestily,522
TheRealKnossi,Pestily,991
TheRunningManZ,Pestily,1669
TobiasFate,Pestily,852
Tomato,Pestily,508
Towelliee,Pestily,2047
Trainwreckstv,Pestily,3124
TrU3Ta1ent,Pestily,677
Trymacs,Pestily,678
TSM_Viss,Pestily,840
VALORANT,Pestily,2559
vei,Pestily,678
WARDELL,Pestily,803
Welyn,Pestily,2188
Whippy,Pestily,700
WillerZ,Pestily,7602
wintergaming,Pestily,699
xQc,Pestily,6344
ZeratoR,Pestily,502
Zizaran,Pestily,1891
39daph,peterpark,6577
5up,peterpark,1516
AdmiralBahroo,peterpark,924
Alinity,peterpark,1063
Amouranth,peterpark,1078
AnnieFuchsia,peterpark,681
AnthonyZ,peterpark,4725
AriaSaki,peterpark,5506
ash,peterpark,1521
AsianGuyStream,peterpark,1719
Asmongold,peterpark,1687
AsunaWEEB,peterpark,1049
Atrioc,peterpark,1063
Autumn,peterpark,817
AverageJonas,peterpark,3044
BadBoyHalo,peterpark,973
bananabrea,peterpark,818
beatberry_314,peterpark,552
Becca,peterpark,1005
biotox,peterpark,1098
blau,peterpark,2607
BoomerNA,peterpark,793
BotezLive,peterpark,1378
boxbox,peterpark,8259
BrookeAB,peterpark,2658
BTMC,peterpark,1532
buddha,peterpark,3321
Caedrel,peterpark,987
CaptainPuffy,peterpark,1078
Chess,peterpark,1235
chessbrah,peterpark,510
ChilledChaos,peterpark,684
ClintStevens,peterpark,2072
CodeMiko,peterpark,1619
CohhCarnage,peterpark,997
ConnorEatsPants,peterpark,632
Crystalst,peterpark,1451
dakotaz,peterpark,1049
dapr,peterpark,1033
DashDucks,peterpark,2264
Doublelift,peterpark,1096
DropsByPonk,peterpark,921
DumbDog,peterpark,1019
Dyrus,peterpark,638
emilyywang,peterpark,1054
Enviosity,peterpark,2852
erobb221,peterpark,507
EsfandTV,peterpark,2861
Faker,peterpark,707
Fextralife,peterpark,1380
fobm4ster,peterpark,1214
foolish,peterpark,1743
forsen,peterpark,686
fuslie,peterpark,11987
GeorgeNotFound,peterpark,1370
Grimm,peterpark,987
GTAWiseGuy,peterpark,989
HAchubby,peterpark,1124
hannahxxrose,peterpark,590
Harry,peterpark,1007
Hiko,peterpark,1658
iiTzTimmy,peterpark,3323
imaqtpie,peterpark,1346
ImperialHal__,peterpark,644
ironmouse,peterpark,2985
itsHafu,peterpark,1769
JackManifoldTV,peterpark,965
Jankos,peterpark,718
Jerma985,peterpark,537
Jinnytty,peterpark,1810
JustaMinx,peterpark,875
k3soju,peterpark,1438
karlnetwork,peterpark,6193
kkatamina,peterpark,11196
koil,peterpark,608
KristoferYee,peterpark,5513
Kyedae,peterpark,6433
Kyle,peterpark,757
kyliebitkin,peterpark,604
lilypichu,peterpark,16757
LIRIK,peterpark,1762
loltyler1,peterpark,1952
LPL,peterpark,578
LuluLuvely,peterpark,587
LunaOni,peterpark,1013
Lysium,peterpark,1245
m0xyy,peterpark,519
Masayoshi,peterpark,11370
Maximilian_DOOD,peterpark,715
melina,peterpark,548
midbeast,peterpark,1010
Mizkif,peterpark,4267
Momo,peterpark,502
MOONMOON,peterpark,1071
Myth,peterpark,2059
Natsumiii,peterpark,17528
NICKMERCS,peterpark,902
Nidas,peterpark,542
Nihachu,peterpark,1009
Ninja,peterpark,1029
nl_Kripp,peterpark,604
Nmplol,peterpark,2647
NymN,peterpark,816
OkCode,peterpark,1639
PaymoneyWubby,peterpark,671
Philza,peterpark,1681
ploo,peterpark,1756
pokelawls,peterpark,1158
Punz,peterpark,1007
QTCinderella,peterpark,4525
QuarterJade,peterpark,10772
Quin69,peterpark,652
Ramee,peterpark,1664
ranboobutnot,peterpark,822
RatedEpicz,peterpark,2352
Ray__C,peterpark,3316
RetroGaijin,peterpark,523
richwcampbell,peterpark,1027
robcdee,peterpark,928
robinsongz,peterpark,517
roflgator,peterpark,646
Sapnap,peterpark,1355
sapnapalt,peterpark,662
sashagrey,peterpark,541
Sekapoko,peterpark,640
ShahZaM,peterpark,2818
Shotz,peterpark,882
SicK_cs,peterpark,1290
Simply,peterpark,773
sinatraa,peterpark,1583
sleepy,peterpark,4459
SmallAnt,peterpark,1384
sneakylol,peterpark,1233
Sneegsnag,peterpark,912
snuffy,peterpark,537
sodapoppin,peterpark,3842
Ssaab,peterpark,848
starsmitten,peterpark,11304
SteveSuptic,peterpark,3686
Subroza,peterpark,983
summit1g,peterpark,2168
Sweet_Anita,peterpark,682
Sydeon,peterpark,3261
Sykkuno,peterpark,20469
Symfuhny,peterpark,534
TapL,peterpark,560
Tectone,peterpark,1373
tenha,peterpark,745
TenZ,peterpark,1760
Tfue,peterpark,554
ThisIsNotGeorgeNotFound,peterpark,952
TinaKitten,peterpark,10369
TobiasFate,peterpark,509
tommyinnit,peterpark,667
TPAIN,peterpark,527
Trainwreckstv,peterpark,2015
Tubbo,peterpark,1918
TubboLIVE,peterpark,1103
tuonto,peterpark,1676
tyongeee,peterpark,501
VALORANT,peterpark,6366
vei,peterpark,1229
WARDELL,peterpark,1054
Whippy,peterpark,2046
WilburSoot,peterpark,1165
willneff,peterpark,2215
Wolfabelle,peterpark,1168
xChocoBars,peterpark,9204
Xlice,peterpark,1251
xQc,peterpark,6559
Yuggie_TV,peterpark,712
yvonnie,peterpark,12610
zombs,peterpark,583
5up,PeteZahHutt,1191
BoomerNA,PeteZahHutt,1205
boxbox,PeteZahHutt,568
CaptainSparklez,PeteZahHutt,3178
ChilledChaos,PeteZahHutt,826
ConnorEatsPants,PeteZahHutt,525
Couriway,PeteZahHutt,763
foolish,PeteZahHutt,2806
Fundy,PeteZahHutt,974
GeorgeNotFound,PeteZahHutt,1172
hannahxxrose,PeteZahHutt,1229
iskall85,PeteZahHutt,3473
itsHafu,PeteZahHutt,726
JustaMinx,PeteZahHutt,523
karlnetwork,PeteZahHutt,2405
Natsumiii,PeteZahHutt,527
neimki,PeteZahHutt,668
Nihachu,PeteZahHutt,1230
Philza,PeteZahHutt,3749
Punz,PeteZahHutt,1631
Purpled,PeteZahHutt,665
Sapnap,PeteZahHutt,1230
sapnapalt,PeteZahHutt,548
shubble,PeteZahHutt,981
SmallAnt,PeteZahHutt,913
Sykkuno,PeteZahHutt,1540
TapL,PeteZahHutt,1636
ThisIsNotGeorgeNotFound,PeteZahHutt,845
TinaKitten,PeteZahHutt,900
Tubbo,PeteZahHutt,2808
xQc,PeteZahHutt,892
elxokas,Petrusco2,537
IamCristinini,Petrusco2,588
juansguarnizo,Petrusco2,658
Rubius,Petrusco2,659
Diables,peVoR13,1082
edenitoo,peVoR13,782
EWROON,peVoR13,2023
Fextralife,peVoR13,716
inet_saju,peVoR13,3380
isamu,peVoR13,3138
MaaiLinh,peVoR13,850
Miniuwa,peVoR13,855
Slayproxx,peVoR13,787
xQc,peVoR13,528
ZONY,peVoR13,752
Brizz94,PG_Esports,2015
DarioMocciaTwitch,PG_Esports,501
pow3r,PG_Esports,1067
biyin_,pgod,1268
blackelespanolito,pgod,707
ElMariana,pgod,3559
elxokas,pgod,699
iGeStarK,pgod,4010
keznit1,pgod,558
Kyedae,pgod,611
Mixwell,pgod,904
WestCOL,pgod,544
5up,Philza,5163
AdmiralBahroo,Philza,531
Amouranth,Philza,1425
AnniTheDuck,Philza,566
AnthonyZ,Philza,1263
AsianGuyStream,Philza,560
Asmongold,Philza,853
Atrioc,Philza,631
AverageJonas,Philza,1066
awesamdude,Philza,929
BastiGHG,Philza,886
BobRoss,Philza,2021
BoomerNA,Philza,8543
BotezLive,Philza,617
boxbox,Philza,2408
BrookeAB,Philza,1178
Caedrel,Philza,506
CaptainSparklez,Philza,2769
Castro_1021,Philza,1032
Chess,Philza,1665
ChilledChaos,Philza,991
ClintStevens,Philza,785
Clix,Philza,743
ConnorEatsPants,Philza,2719
Corpse_Husband,Philza,539
Couriway,Philza,2239
dreamwastaken,Philza,4663
DumbDog,Philza,507
Enviosity,Philza,1488
Fextralife,Philza,785
foolish,Philza,34115
Fundy,Philza,12839
GeorgeNotFound,Philza,29170
hannahxxrose,Philza,7325
heyimbee,Philza,504
Hiko,Philza,535
iiTzTimmy,Philza,932
Insym,Philza,565
ironmouse,Philza,1099
iskall85,Philza,2521
itsHafu,Philza,695
Jerma985,Philza,977
Joe_Bartolozzi,Philza,656
juansguarnizo,Philza,910
JustaMinx,Philza,6377
karlnetwork,Philza,34678
Kyedae,Philza,1689
LIRIK,Philza,627
Masayoshi,Philza,697
Mizkif,Philza,2156
Natsumiii,Philza,1822
neimki,Philza,7529
NickEh30,Philza,904
Nihachu,Philza,18798
OkCode,Philza,747
ops1x,Philza,690
Otzdarva,Philza,661
Punz,Philza,11685
Purpled,Philza,6483
QuarterJade,Philza,707
Ramee,Philza,531
RatedEpicz,Philza,696
Ray__C,Philza,576
Rubius,Philza,885
Sapnap,Philza,18751
sapnapalt,Philza,4765
ShahZaM,Philza,1015
Shenpai,Philza,638
Simply,Philza,562
sinatraa,Philza,629
SmallAnt,Philza,3305
sodapoppin,Philza,1371
starsmitten,Philza,655
SteveSuptic,Philza,1341
summit1g,Philza,992
Sweet_Anita,Philza,684
Sykkuno,Philza,10645
Symfuhny,Philza,585
SypherPK,Philza,1020
TapL,Philza,6146
Tectone,Philza,843
ThisIsNotGeorgeNotFound,Philza,8825
TinaKitten,Philza,7016
TobiasFate,Philza,506
Tubbo,Philza,56965
vei,Philza,655
Wirtual,Philza,599
x2Twins,Philza,678
xQc,Philza,5117
yvonnie,Philza,1666
AdmiralBahroo,PhunkRoyal,639
agurin,PhunkRoyal,940
Amouranth,PhunkRoyal,1098
Anastasia_Rose_Official,PhunkRoyal,564
AnniTheDuck,PhunkRoyal,3147
Asmongold,PhunkRoyal,1156
BastiGHG,PhunkRoyal,515
BobRoss,PhunkRoyal,594
Broeki,PhunkRoyal,1333
CohhCarnage,PhunkRoyal,998
Dekarldent,PhunkRoyal,1445
Dennsen86,PhunkRoyal,1110
DerHauge,PhunkRoyal,1640
Dhalucard,PhunkRoyal,16723
Divi,PhunkRoyal,2881
DoktorFroid,PhunkRoyal,3672
edopeh,PhunkRoyal,1907
eliasn97,PhunkRoyal,508
Fextralife,PhunkRoyal,3092
GamesDoneQuick,PhunkRoyal,850
GRONKH,PhunkRoyal,22375
GronkhTV,PhunkRoyal,12259
H0llyLP,PhunkRoyal,3207
Heideltraut,PhunkRoyal,2373
JenNyan,PhunkRoyal,3077
Kamikatze,PhunkRoyal,1283
knueppelpaste,PhunkRoyal,710
LIRIK,PhunkRoyal,898
LPGjustJohnny,PhunkRoyal,1316
Mahluna,PhunkRoyal,1888
mailand,PhunkRoyal,594
MarineMammalRescue,PhunkRoyal,923
MasterTay,PhunkRoyal,708
Maty,PhunkRoyal,1852
maxim,PhunkRoyal,4125
MckyTV,PhunkRoyal,1858
Mouzakrobat,PhunkRoyal,541
P4wnyhof,PhunkRoyal,779
Papaplatte,PhunkRoyal,1557
PietSmiet,PhunkRoyal,8170
rewinside,PhunkRoyal,919
ROSHTEIN,PhunkRoyal,1416
Rumathra,PhunkRoyal,1166
SchwabbelTown,PhunkRoyal,577
Shurjoka,PhunkRoyal,3035
sodapoppin,PhunkRoyal,745
Sola,PhunkRoyal,1055
summit1g,PhunkRoyal,551
SummonersInnLive,PhunkRoyal,624
TANZVERBOT,PhunkRoyal,1070
TheKller,PhunkRoyal,587
TheRealKnossi,PhunkRoyal,6672
Tinkerleo,PhunkRoyal,2170
Tolkin,PhunkRoyal,1865
TORRO,PhunkRoyal,2911
Towelliee,PhunkRoyal,710
TrilluXe,PhunkRoyal,2081
Trymacs,PhunkRoyal,4315
TwitchFarming,PhunkRoyal,707
unsympathisch_tv,PhunkRoyal,1024
Valle,PhunkRoyal,550
Vlesk,PhunkRoyal,2060
xQc,PhunkRoyal,599
xTheSolutionTV,PhunkRoyal,654
AyzenLr,Phyzikk,1590
ESKc,Phyzikk,2187
Gotaga,Phyzikk,3918
JLTomy,Phyzikk,515
KiGuNiiN,Phyzikk,2322
kinstaar,Phyzikk,974
Locklear,Phyzikk,1271
Mabzouel,Phyzikk,1993
sackzi,Phyzikk,3711
SkyrrozTV,Phyzikk,7236
Squeezie,Phyzikk,918
andreadel1988,PiazzTwitch,781
gabbodsq,PiazzTwitch,599
grenbaud,PiazzTwitch,1817
ilMasseo,PiazzTwitch,1450
Kertus,PiazzTwitch,722
LyonWGFLive,PiazzTwitch,535
MatteoHS,PiazzTwitch,1178
Mongraal,PiazzTwitch,893
Moonryde,PiazzTwitch,688
mortenroyale,PiazzTwitch,772
Nefastone,PiazzTwitch,1538
pizfn,PiazzTwitch,4946
pow3r,PiazzTwitch,2511
Rekinss,PiazzTwitch,2519
Tumblurr,PiazzTwitch,2018
Xiuder_,PiazzTwitch,3318
ZanoXVII,PiazzTwitch,3185
Aa9skillz,Pieface23,4528
AbdulHD,Pieface23,703
Amouranth,Pieface23,1009
benjyfishy,Pieface23,531
BLOU,Pieface23,509
buddha,Pieface23,517
Castro_1021,Pieface23,27333
Clix,Pieface23,904
cloakzy,Pieface23,672
Deansocool,Pieface23,610
EsfandTV,Pieface23,584
ESL_CSGO,Pieface23,1063
fifakillvizualz,Pieface23,770
fuji720x,Pieface23,1936
HusKerrs,Pieface23,626
iiTzTimmy,Pieface23,596
ImperialHal__,Pieface23,684
its_iron,Pieface23,683
jarnoopmeer,Pieface23,700
Jukeyz,Pieface23,1172
kurt0411,Pieface23,1095
LIRIK,Pieface23,725
loltyler1,Pieface23,704
miniminter,Pieface23,2071
Mizkif,Pieface23,761
Mongraal,Pieface23,1121
MuTeX,Pieface23,733
Nick28T,Pieface23,5566
NickEh30,Pieface23,760
NICKMERCS,Pieface23,2293
Ninja,Pieface23,1182
Nmplol,Pieface23,666
pokimane,Pieface23,743
Ramee,Pieface23,752
RatedEpicz,Pieface23,865
ROSHTEIN,Pieface23,1533
runthefutmarket,Pieface23,8619
scump,Pieface23,1688
ShivFPS,Pieface23,504
shroud,Pieface23,1914
sodapoppin,Pieface23,793
summit1g,Pieface23,1397
Swagg,Pieface23,1131
Symfuhny,Pieface23,1056
SypherPK,Pieface23,819
TeePee,Pieface23,636
Tfue,Pieface23,1202
Tommey,Pieface23,829
Trainwreckstv,Pieface23,2445
TrueGeordie,Pieface23,2136
Tyceno,Pieface23,1012
VALORANT,Pieface23,1032
xQc,Pieface23,3434
Zerkaa,Pieface23,4197
Zoomaa,Pieface23,534
zwebackhd,Pieface23,3907
Almxnd,Pieman,1185
Blazt,Pieman,1003
Destroy,Pieman,1805
Fextralife,Pieman,532
iiTzTimmy,Pieman,811
ImperialHal__,Pieman,692
midbeast,Pieman,756
newbz,Pieman,877
Repullze,Pieman,1242
scump,Pieman,1923
sneakylol,Pieman,542
sodapoppin,Pieman,757
TwitchRivals,Pieman,585
xQc,Pieman,2010
AdmiralBahroo,PietSmiet,601
AnniTheDuck,PietSmiet,5754
Asmongold,PietSmiet,1288
BastiGHG,PietSmiet,1693
BigSpinCR,PietSmiet,551
boxbox,PietSmiet,618
Broeki,PietSmiet,2884
chefstrobel,PietSmiet,720
CohhCarnage,PietSmiet,808
DaveGaming73,PietSmiet,1707
Dekarldent,PietSmiet,1781
Divi,PietSmiet,2367
edopeh,PietSmiet,1879
eliasn97,PietSmiet,2652
Fextralife,PietSmiet,2563
GamesDoneQuick,PietSmiet,537
GRONKH,PietSmiet,13453
GronkhTV,PietSmiet,6068
H0llyLP,PietSmiet,2290
HAchubby,PietSmiet,548
imaqtpie,PietSmiet,504
JenNyan,PietSmiet,3646
Kamikatze,PietSmiet,1200
KayzahR,PietSmiet,580
knueppelpaste,PietSmiet,906
LPGjustJohnny,PietSmiet,2798
LVNDMARK,PietSmiet,559
mailand,PietSmiet,922
MasterTay,PietSmiet,832
Maty,PietSmiet,1788
MckyTV,PietSmiet,3632
mehdideluxe,PietSmiet,1074
Mizkif,PietSmiet,526
Mouzakrobat,PietSmiet,638
nl_Kripp,PietSmiet,532
Papaplatte,PietSmiet,4147
rAx1337,PietSmiet,629
Repaz,PietSmiet,832
robcdee,PietSmiet,573
ROSHTEIN,PietSmiet,2668
sashagrey,PietSmiet,612
SidneyEweka,PietSmiet,1265
SmallAnt,PietSmiet,717
sodapoppin,PietSmiet,1382
TANZVERBOT,PietSmiet,1152
TheKller,PietSmiet,686
TheRealKnossi,PietSmiet,11736
Thijs,PietSmiet,589
Tinkerleo,PietSmiet,1820
Tolkin,PietSmiet,4780
Trymacs,PietSmiet,10218
unsympathisch_tv,PietSmiet,2216
Vlesk,PietSmiet,2798
xQc,PietSmiet,1723
xTheSolutionTV,PietSmiet,1375
bt0tv,pijack11,1322
Buerinho,pijack11,5919
Fextralife,pijack11,680
Alinity,Pikabooirl,636
Asmongold,Pikabooirl,3218
Drjayfisto,Pikabooirl,522
Fextralife,Pikabooirl,1109
Fragnance,Pikabooirl,525
iiTzTimmy,Pikabooirl,601
ImperialHal__,Pikabooirl,561
midbeast,Pikabooirl,686
Mizkif,Pikabooirl,962
MOONMOON,Pikabooirl,594
Naowh,Pikabooirl,1645
nl_Kripp,Pikabooirl,996
notmes,Pikabooirl,3125
PsheroTV,Pikabooirl,1398
ROSHTEIN,Pikabooirl,585
sneakylol,Pikabooirl,932
sodapoppin,Pikabooirl,2706
Towelliee,Pikabooirl,1113
Whaazz,Pikabooirl,3510
xQc,Pikabooirl,2027
hanryang1125,pikra10,2911
liok0485,pikra10,831
lol_cuvee,pikra10,831
qq102qq,pikra10,2403
ses836,pikra10,1571
so_urf,pikra10,1056
Amouranth,pimpimenta,976
aXtLOL,pimpimenta,5512
Baiano,pimpimenta,7259
bt0tv,pimpimenta,1491
Buerinho,pimpimenta,3028
calango,pimpimenta,763
casimito,pimpimenta,4366
CBLOL,pimpimenta,6009
cidcidoso,pimpimenta,879
Coreano,pimpimenta,1002
Daniels,pimpimenta,1694
deercheerup,pimpimenta,1284
esAcarry,pimpimenta,3224
Faker,pimpimenta,1641
Fextralife,pimpimenta,1094
frttt,pimpimenta,860
Gabi,pimpimenta,778
Gaules,pimpimenta,6058
gratis150ml,pimpimenta,8769
hastad,pimpimenta,2308
jeanmago,pimpimenta,6363
jukes,pimpimenta,9245
Kennzy,pimpimenta,4066
liminhag0d,pimpimenta,1179
loud_coringa,pimpimenta,738
LPL,pimpimenta,526
Michel,pimpimenta,800
nahzinhaa,pimpimenta,521
ookina,pimpimenta,1784
paulanobre,pimpimenta,751
pijack11,pimpimenta,4261
Prizzaa,pimpimenta,591
Rakin,pimpimenta,6094
revolta,pimpimenta,3449
sacy,pimpimenta,1619
shinimon,pimpimenta,1534
SkipNhO,pimpimenta,2565
Smzinho,pimpimenta,1175
sneakylol,pimpimenta,541
Sonecarox,pimpimenta,714
takeshi,pimpimenta,2072
TheDarkness,pimpimenta,1131
TNTSportsBr,pimpimenta,605
VALORANT,pimpimenta,552
VALORANT_BR,pimpimenta,1555
yang,pimpimenta,1452
yeTz,pimpimenta,1269
YoDa,pimpimenta,17852
ziGueira,pimpimenta,889
Amouranth,pisicela,1010
Bonkol,pisicela,1029
demonzz1,pisicela,868
Diables,pisicela,11397
edenitoo,pisicela,7401
ESL_CSGO,pisicela,806
EWROON,pisicela,19606
Fextralife,pisicela,820
Grendy,pisicela,3251
H2P_Gucio,pisicela,3099
holak1337,pisicela,3245
inet_saju,pisicela,1157
isamu,pisicela,8235
IzakOOO,pisicela,3879
Jankos,pisicela,1082
Kubon_,pisicela,929
Kubx,pisicela,739
loltyler1,pisicela,580
