Real Source,Real Target,Weight
blusewilly_retry,tetristhegrandmaster3,1612
failverde,tetristhegrandmaster3,553
inkiiing,tetristhegrandmaster3,504
jongie,tetristhegrandmaster3,581
mobilmobil,tetristhegrandmaster3,741
muse_tw,tetristhegrandmaster3,603
qttsix,tetristhegrandmaster3,1362
shuteye_orange,tetristhegrandmaster3,582
sixwong,tetristhegrandmaster3,955
takesipon,tetristhegrandmaster3,637
uzra,tetristhegrandmaster3,536
zrush,tetristhegrandmaster3,1216
Crystal_LoL,TFBlade,703
Distortion2,TFBlade,735
elxokas,TFBlade,1094
Fextralife,TFBlade,2642
imaqtpie,TFBlade,6127
jukes,TFBlade,574
LEC,TFBlade,647
Mathil1,TFBlade,677
Mizkif,TFBlade,1519
Naowh,TFBlade,685
Natsumiii,TFBlade,652
NeVeR_LosEs,TFBlade,517
pijack11,TFBlade,531
RatedEpicz,TFBlade,740
relaxing234,TFBlade,823
tarzaned,TFBlade,7194
Towelliee,TFBlade,934
xQc,TFBlade,7186
Aa9skillz,Tfue,1006
Ac7ionMan,Tfue,840
actingliketommy,Tfue,815
AdmiralBahroo,Tfue,831
AdmiralBulldog,Tfue,685
AdrianaChechik_,Tfue,723
aDrive,Tfue,607
Albralelie,Tfue,6673
Alinity,Tfue,2916
Alixxa,Tfue,656
Alliance_Hakis,Tfue,1587
Alliege,Tfue,998
Almxnd,Tfue,1213
Amouranth,Tfue,5411
ANGRYPUG,Tfue,907
Anomaly,Tfue,857
Anthony_Kongphan,Tfue,946
AnthonyZ,Tfue,2049
Arab,Tfue,1232
AriaSaki,Tfue,655
artesianbuilds,Tfue,560
ash,Tfue,602
Asmongold,Tfue,4236
AsunaWEEB,Tfue,2441
auronplay,Tfue,3027
AverageJonas,Tfue,2001
AZRA,Tfue,645
B0aty,Tfue,860
BarcaGamer,Tfue,1109
BastiGHG,Tfue,704
Beaulo,Tfue,1088
Becca,Tfue,630
BENIJU03,Tfue,609
benjyfishy,Tfue,3816
BeyondTheSummit,Tfue,709
BigEx,Tfue,1180
biyin_,Tfue,675
Blazt,Tfue,1144
BLCK_Taisheen,Tfue,4578
BLOU,Tfue,2933
BobRoss,Tfue,668
booya,Tfue,1097
BotezLive,Tfue,1341
boxbox,Tfue,1768
Brawlhalla,Tfue,731
BrookeAB,Tfue,1408
BruceDropEmOff,Tfue,1996
btssmash,Tfue,673
buckefps,Tfue,974
Bugha,Tfue,4515
Caedrel,Tfue,1409
casimito,Tfue,560
Castro_1021,Tfue,8601
cdewx,Tfue,577
Chap,Tfue,1593
Chess,Tfue,695
ClassyBeef,Tfue,951
ClintStevens,Tfue,993
Clix,Tfue,8699
cloakzy,Tfue,17308
Co1azo,Tfue,2735
CohhCarnage,Tfue,1810
coscu,Tfue,1378
Crayator,Tfue,531
dakotaz,Tfue,2156
daltoosh,Tfue,15111
DanucD,Tfue,938
DashDucks,Tfue,794
Datto,Tfue,514
Deadlyslob,Tfue,524
Destroy,Tfue,3430
DeuceAce,Tfue,1061
Dezignful,Tfue,2719
DiazBiffle,Tfue,6691
Diegosaurs,Tfue,6685
Distortion2,Tfue,853
Doublelift,Tfue,1896
Dyrus,Tfue,710
Elajjaz,Tfue,736
elded,Tfue,1140
eliasn97,Tfue,1278
ElMariana,Tfue,1975
ElmiilloR,Tfue,538
elxokas,Tfue,2424
Emongg,Tfue,727
Enviosity,Tfue,1091
erobb221,Tfue,833
ErycTriceps,Tfue,842
EsfandTV,Tfue,3333
Euriece,Tfue,1686
evaanna,Tfue,697
Faker,Tfue,2550
FarhadXRay,Tfue,524
Faux,Tfue,540
FaZeSway,Tfue,2344
Fextralife,Tfue,4459
fl0m,Tfue,714
Flight23white,Tfue,1911
Fortnite,Tfue,2777
fps_shaka,Tfue,1280
GamesDoneQuick,Tfue,588
Gaules,Tfue,1476
Genburten,Tfue,5622
gingy,Tfue,516
Gladd,Tfue,1505
Glorious_E,Tfue,635
Gorgc,Tfue,1386
Gotaga,Tfue,1400
Governor,Tfue,809
Grimm,Tfue,519
GuhRL,Tfue,1157
HAchubby,Tfue,666
Harry,Tfue,816
heyimbee,Tfue,699
Hiko,Tfue,3947
HisandHersLive,Tfue,1672
HutchMF,Tfue,1317
HyperRatTV,Tfue,762
iaaraS2,Tfue,503
IamCristinini,Tfue,513
IceManIsaac,Tfue,1169
IFrostBolt,Tfue,1152
iiTzTimmy,Tfue,35178
IlloJuan,Tfue,656
ilMasseo,Tfue,671
Im_Dontai,Tfue,1796
imaqtpie,Tfue,2411
ImNio,Tfue,2422
ImperialHal__,Tfue,36908
ironmouse,Tfue,555
itsHafu,Tfue,858
iwdominate,Tfue,619
Jankos,Tfue,1780
JASONR,Tfue,1220
Jelty,Tfue,2854
JERICHO,Tfue,708
Joe_Bartolozzi,Tfue,1114
JoeWo,Tfue,5590
JOEYKAOTYK,Tfue,602
juansguarnizo,Tfue,2401
jukes,Tfue,538
Jukeyz,Tfue,1034
k1ng,Tfue,571
k3soju,Tfue,1345
kaicenat,Tfue,3101
Kalei,Tfue,4605
Kandyland,Tfue,602
kato_junichi0817,Tfue,1455
KayzahR,Tfue,634
Keife_,Tfue,785
Kephrii,Tfue,759
Kestico,Tfue,528
KingGeorge,Tfue,984
Konvy,Tfue,1329
kragiee,Tfue,708
Kyedae,Tfue,6582
Kyle,Tfue,1752
kyliebitkin,Tfue,603
KYR_SP33DY,Tfue,626
LCS,Tfue,682
Letshe,Tfue,968
Leynainu,Tfue,1040
LIRIK,Tfue,6152
Locklear,Tfue,503
Loeya,Tfue,2754
Loserfruit,Tfue,1474
LPL,Tfue,784
LVNDMARK,Tfue,3493
Lysium,Tfue,593
m0xyy,Tfue,1864
Macaiyla,Tfue,531
MacieJay,Tfue,777
Makina,Tfue,1348
Malinkaa98,Tfue,600
Masayoshi,Tfue,857
masondota2,Tfue,683
MaTaFe_,Tfue,1603
Maximilian_DOOD,Tfue,1295
Maximum,Tfue,621
MckyTV,Tfue,1437
mehdideluxe,Tfue,595
melina,Tfue,1111
Mendo,Tfue,3481
midbeast,Tfue,2507
MiltonTPike1,Tfue,516
Mixwell,Tfue,782
Mizkif,Tfue,4357
mL7support,Tfue,803
Mobuckets,Tfue,1313
MOONMOON,Tfue,1684
Moonryde,Tfue,733
Murda,Tfue,547
MuTeX,Tfue,9585
MYM_ALKAPONE,Tfue,581
Myth,Tfue,3946
Naowh,Tfue,601
NateHill,Tfue,5390
Natsumiii,Tfue,668
Naughty,Tfue,1127
newbz,Tfue,763
Nick28T,Tfue,701
NickEh30,Tfue,6118
NICKMERCS,Tfue,55806
Nightblue3,Tfue,1135
nl_Kripp,Tfue,1359
Nmplol,Tfue,4646
noahreyli,Tfue,1512
Noko,Tfue,9818
NymN,Tfue,605
OGADotaPIT,Tfue,599
OkCode,Tfue,513
ops1x,Tfue,3291
orangemorange,Tfue,601
Otzdarva,Tfue,1348
P4wnyhof,Tfue,972
Papaplatte,Tfue,1213
Payo,Tfue,655
Pengu,Tfue,1122
PENTA,Tfue,708
pgod,Tfue,808
Philza,Tfue,1139
Pieman,Tfue,3087
PietSmiet,Tfue,544
Pikabooirl,Tfue,598
ploo,Tfue,1006
Posty,Tfue,978
pow3r,Tfue,1416
PUBG_BATTLEGROUNDS,Tfue,701
QuarterJade,Tfue,1138
Ramee,Tfue,3589
RatedEpicz,Tfue,3511
RATIRL,Tfue,1649
Ray__C,Tfue,862
Recrent,Tfue,1217
Reetlol,Tfue,1922
Reidboyy,Tfue,712
Repaz,Tfue,543
Replays,Tfue,2014
Repullze,Tfue,2105
restiafps,Tfue,527
Reverse2k,Tfue,739
richwcampbell,Tfue,947
Ricoy,Tfue,1097
Rizzo,Tfue,991
robcdee,Tfue,854
Rogue,Tfue,9982
ROSHTEIN,Tfue,6629
Rubius,Tfue,3763
Rumathra,Tfue,637
runthefutmarket,Tfue,1658
s1mple,Tfue,2196
Sacriel,Tfue,874
sashagrey,Tfue,996
scoped,Tfue,3648
scump,Tfue,7857
Sequisha,Tfue,1165
ShahZaM,Tfue,5756
ShookWon,Tfue,586
SicK_cs,Tfue,2853
SidneyEweka,Tfue,775
Simply,Tfue,707
sinatraa,Tfue,6086
singsing,Tfue,513
SmallAnt,Tfue,755
SmiteGame,Tfue,750
sneakylol,Tfue,1980
Snip3down,Tfue,13044
sodapoppin,Tfue,7204
Sommerset,Tfue,2765
SoyPan,Tfue,572
spoopykitt,Tfue,586
SquishyMuffinz,Tfue,859
Ssaab,Tfue,907
StableRonaldo,Tfue,1132
starsmitten,Tfue,647
StaysafeTV,Tfue,671
Steelmage,Tfue,543
stevewillsendit,Tfue,1648
Subroza,Tfue,3124
sujagg,Tfue,865
summit1g,Tfue,15121
SuperEvan,Tfue,3120
supertf,Tfue,787
Surefour,Tfue,645
Swagg,Tfue,13924
Sweatcicle,Tfue,791
Sweet_Anita,Tfue,813
sweetdreams,Tfue,10345
Sykkuno,Tfue,2988
Symfuhny,Tfue,20139
SypherPK,Tfue,13079
tarzaned,Tfue,811
Taylor_Jevaux,Tfue,663
Tectone,Tfue,514
TeeGrizzley,Tfue,1397
TeePee,Tfue,7171
TenZ,Tfue,3687
TFBlade,Tfue,1776
Thebausffs,Tfue,1004
TheBoiSantana,Tfue,1099
TheGrefg,Tfue,4117
TheRealKnossi,Tfue,2443
TheRunningManZ,Tfue,565
Thijs,Tfue,935
TinaKitten,Tfue,778
TobiasFate,Tfue,1023
Tommey,Tfue,3267
Towelliee,Tfue,1589
TPAIN,Tfue,851
Trainwreckstv,Tfue,16506
Trick2g,Tfue,894
TrU3Ta1ent,Tfue,1065
Trymacs,Tfue,3436
TSM_Viss,Tfue,7418
TwitchRivals,Tfue,1496
Tyceno,Tfue,4683
unsympathisch_tv,Tfue,660
VALORANT,Tfue,14637
vei,Tfue,760
VGBootCamp,Tfue,695
WARDELL,Tfue,2446
Whippy,Tfue,1082
WillerZ,Tfue,934
willneff,Tfue,566
Winghaven,Tfue,771
x2Twins,Tfue,2412
XcaliburYe,Tfue,680
xChocoBars,Tfue,892
Xiuder_,Tfue,577
Xposed,Tfue,2027
xQc,Tfue,29248
xTheSolutionTV,Tfue,610
xXxTheFocuSxXx,Tfue,580
yamatonjp,Tfue,863
Yassuo,Tfue,1702
YoDa,Tfue,951
yourragegaming,Tfue,2114
yvonnie,Tfue,554
zEkO,Tfue,585
Zemie,Tfue,1347
Zerkaa,Tfue,1166
zexrow,Tfue,679
zombs,Tfue,1108
Zoomaa,Tfue,1526
DanucD,TGLTN,3165
Eaddy_,TGLTN,717
FPSThailand,TGLTN,2207
iiTzTimmy,TGLTN,562
ImperialHal__,TGLTN,560
Noardra,TGLTN,800
PUBG_BATTLEGROUNDS,TGLTN,11025
RebirthzTV,TGLTN,587
ROSHTEIN,TGLTN,690
ShahZaM,TGLTN,525
xQc,TGLTN,1003
8cho,Th3Antonio,850
AgenteMaxo,Th3Antonio,670
Amouranth,Th3Antonio,1420
BENIJU03,Th3Antonio,763
biyin_,Th3Antonio,1010
blackelespanolito,Th3Antonio,1019
Caedrel,Th3Antonio,2539
carritoskami,Th3Antonio,6235
chusommontero,Th3Antonio,1753
coscu,Th3Antonio,3239
Doublelift,Th3Antonio,784
DuendePablo,Th3Antonio,560
elBokeron,Th3Antonio,703
elded,Th3Antonio,611
ElMariana,Th3Antonio,745
ElmiilloR,Th3Antonio,14472
ElOjoNinja,Th3Antonio,7233
ElRichMC,Th3Antonio,986
elxokas,Th3Antonio,9782
eslcs_es,Th3Antonio,506
Faker,Th3Antonio,3298
Fextralife,Th3Antonio,666
FolagorLives,Th3Antonio,915
goncho,Th3Antonio,906
IamCristinini,Th3Antonio,1257
IlloJuan,Th3Antonio,5719
Jankos,Th3Antonio,3337
Jelty,Th3Antonio,633
juansguarnizo,Th3Antonio,2353
JUJALAG,Th3Antonio,1266
keznit1,Th3Antonio,601
Kidi,Th3Antonio,1488
LCS,Th3Antonio,623
littleragergirl,Th3Antonio,6869
Llobeti4,Th3Antonio,562
LVPes,Th3Antonio,14553
Mayichi,Th3Antonio,640
midbeast,Th3Antonio,993
Mixwell,Th3Antonio,1936
MYM_ALKAPONE,Th3Antonio,543
NickDaBooM,Th3Antonio,1390
NimuVT,Th3Antonio,553
Rakyz,Th3Antonio,1245
RATIRL,Th3Antonio,1116
revenant,Th3Antonio,3643
Ricoy,Th3Antonio,1380
Rubius,Th3Antonio,6656
selis13,Th3Antonio,991
sirolopez56,Th3Antonio,622
SmittyW,Th3Antonio,837
sneakylol,Th3Antonio,689
snoodyboo,Th3Antonio,1442
SofiKimmy,Th3Antonio,1639
SoyFelipez360,Th3Antonio,1761
Spursito,Th3Antonio,1311
sujagg,Th3Antonio,551
TFBlade,Th3Antonio,1230
Thebausffs,Th3Antonio,1989
TheGrefg,Th3Antonio,7451
TobiasFate,Th3Antonio,875
tvandeR,Th3Antonio,3024
VALORANT,Th3Antonio,1222
xXxTheFocuSxXx,Th3Antonio,955
aimdll__,ThaldrinLol,559
Crystal_LoL,ThaldrinLol,3372
Elraenn,ThaldrinLol,2106
Elwind,ThaldrinLol,3210
Eray,ThaldrinLol,677
Faker,ThaldrinLol,549
Hype,ThaldrinLol,847
jrkz,ThaldrinLol,843
KendineMuzisyen,ThaldrinLol,1517
LEGOO,ThaldrinLol,994
Mithrain,ThaldrinLol,1077
mujs_,ThaldrinLol,544
Naru,ThaldrinLol,2888
pqueen,ThaldrinLol,743
PurpleBixi,ThaldrinLol,1162
RiotGamesTurkish,ThaldrinLol,1812
shroud,ThaldrinLol,677
UNLOSTV,ThaldrinLol,651
Uthenera,ThaldrinLol,1440
Videoyun,ThaldrinLol,1020
wtcN,ThaldrinLol,3515
Zade,ThaldrinLol,787
AnnieFuchsia,Thdlock,587
Asmongold,Thdlock,1603
Echo_Esports,Thdlock,1193
Naowh,Thdlock,926
Rogerbrown,Thdlock,804
sodapoppin,Thdlock,570
39daph,The_Happy_Hob,719
AdmiralBahroo,The_Happy_Hob,1573
Amouranth,The_Happy_Hob,851
Asmongold,The_Happy_Hob,2138
AvoidingThePuddle,The_Happy_Hob,1437
BarbarousKing,The_Happy_Hob,1481
Bawkbasoup,The_Happy_Hob,1311
BobRoss,The_Happy_Hob,682
Caedrel,The_Happy_Hob,611
chusommontero,The_Happy_Hob,1448
ClintStevens,The_Happy_Hob,1254
CobaltStreak,The_Happy_Hob,681
CohhCarnage,The_Happy_Hob,2397
DansGaming,The_Happy_Hob,882
Distortion2,The_Happy_Hob,5481
Elajjaz,The_Happy_Hob,6088
elxokas,The_Happy_Hob,747
EsfandTV,The_Happy_Hob,930
Ezekiel_III,The_Happy_Hob,636
Fextralife,The_Happy_Hob,3175
GamesDoneQuick,The_Happy_Hob,1359
Gorgc,The_Happy_Hob,507
IceManIsaac,The_Happy_Hob,984
IlloJuan,The_Happy_Hob,721
itmeJP,The_Happy_Hob,522
Jankos,The_Happy_Hob,503
Jerma985,The_Happy_Hob,794
JUJALAG,The_Happy_Hob,534
Limmy,The_Happy_Hob,788
Linkus7,The_Happy_Hob,520
LIRIK,The_Happy_Hob,2273
LobosJr,The_Happy_Hob,2262
loltyler1,The_Happy_Hob,1592
LVNDMARK,The_Happy_Hob,510
MANvsGAME,The_Happy_Hob,1570
Mathil1,The_Happy_Hob,585
Maximilian_DOOD,The_Happy_Hob,1419
midbeast,The_Happy_Hob,567
Mizkif,The_Happy_Hob,866
MOONMOON,The_Happy_Hob,1746
Ninja,The_Happy_Hob,554
nl_Kripp,The_Happy_Hob,1144
Nmplol,The_Happy_Hob,860
Northernlion,The_Happy_Hob,929
Otzdarva,The_Happy_Hob,2129
pokelawls,The_Happy_Hob,590
QTCinderella,The_Happy_Hob,677
Quin69,The_Happy_Hob,1722
RetroGaijin,The_Happy_Hob,667
richwcampbell,The_Happy_Hob,741
Rubius,The_Happy_Hob,511
Sequisha,The_Happy_Hob,978
Simply,The_Happy_Hob,565
sips_,The_Happy_Hob,529
SmallAnt,The_Happy_Hob,774
Smokaloke,The_Happy_Hob,627
sneakylol,The_Happy_Hob,624
sodapoppin,The_Happy_Hob,2662
SoyFelipez360,The_Happy_Hob,677
Steelmage,The_Happy_Hob,572
summit1g,The_Happy_Hob,1698
TobiasFate,The_Happy_Hob,559
Towelliee,The_Happy_Hob,515
Trainwreckstv,The_Happy_Hob,1013
TrU3Ta1ent,The_Happy_Hob,767
VALORANT,The_Happy_Hob,966
vei,The_Happy_Hob,530
xQc,The_Happy_Hob,2624
Zizaran,The_Happy_Hob,685
BENIJU03,TheAlvaro845,1223
elxokas,TheAlvaro845,502
juansguarnizo,TheAlvaro845,951
Rubius,TheAlvaro845,1438
WithZack,TheAlvaro845,566
AdmiralBahroo,Thebausffs,1193
Alanzq,Thebausffs,562
AnthonyZ,Thebausffs,521
Asmongold,Thebausffs,3334
B0aty,Thebausffs,712
bobqinxd,Thebausffs,2734
boxbox,Thebausffs,3290
Broeki,Thebausffs,1613
carritoskami,Thebausffs,977
ClintStevens,Thebausffs,1264
CohhCarnage,Thebausffs,1143
coscu,Thebausffs,738
Crystal_LoL,Thebausffs,622
Distortion2,Thebausffs,714
dopa24,Thebausffs,883
Dyrus,Thebausffs,995
elxokas,Thebausffs,1794
Enviosity,Thebausffs,803
Fextralife,Thebausffs,3206
gamergirl,Thebausffs,1418
holak1337,Thebausffs,655
iiTzTimmy,Thebausffs,1269
imaqtpie,Thebausffs,6286
imls,Thebausffs,571
ImperialHal__,Thebausffs,1045
itsHafu,Thebausffs,840
jeanmago,Thebausffs,520
Jerma985,Thebausffs,731
k3soju,Thebausffs,2733
Kandyland,Thebausffs,703
Kyedae,Thebausffs,1662
LEC,Thebausffs,872
LPGjustJohnny,Thebausffs,758
LukiSteve,Thebausffs,988
LVNDMARK,Thebausffs,929
Mathil1,Thebausffs,723
midbeast,Thebausffs,19557
Mizkif,Thebausffs,2387
MOONMOON,Thebausffs,1526
Naowh,Thebausffs,691
Natsumiii,Thebausffs,631
Nightblue3,Thebausffs,3715
nl_Kripp,Thebausffs,1508
NymN,Thebausffs,635
OkCode,Thebausffs,504
otplol_,Thebausffs,2490
Otzdarva,Thebausffs,1059
Papaplatte,Thebausffs,589
Pieman,Thebausffs,657
Ramee,Thebausffs,578
RatedEpicz,Thebausffs,565
remsua,Thebausffs,511
Rubius,Thebausffs,1059
s1mple,Thebausffs,817
Sick_Nerd,Thebausffs,518
sinatraa,Thebausffs,972
SixenTv,Thebausffs,649
sneakylol,Thebausffs,8292
sodapoppin,Thebausffs,4938
tarzaned,Thebausffs,4739
TFBlade,Thebausffs,9708
TheRealKnossi,Thebausffs,1100
Thijs,Thebausffs,1094
Tolkin,Thebausffs,2889
Towelliee,Thebausffs,670
Trymacs,Thebausffs,1178
vei,Thebausffs,959
VGBootCamp,Thebausffs,505
xQc,Thebausffs,9239
YoDa,Thebausffs,615
CaMaK,Thebenbig,1222
Domingo,Thebenbig,1043
Etoiles,Thebenbig,552
Kiuqsxn,Thebenbig,6393
otplol_,Thebenbig,1189
Tado87,Thebenbig,1686
xQc,TheBoiSantana,609
AaronOnAir,TheChief1114,563
AbdulHD,TheChief1114,981
AdmiralBahroo,TheChief1114,530
AnthonyZ,TheChief1114,3035
ash,TheChief1114,597
Asmongold,TheChief1114,644
bananabrea,TheChief1114,1544
biotox,TheChief1114,2813
blau,TheChief1114,1761
buddha,TheChief1114,3847
Carmen,TheChief1114,588
CathFawr,TheChief1114,1418
Criken,TheChief1114,726
Crystalst,TheChief1114,2922
curvyelephant,TheChief1114,1088
EsfandTV,TheChief1114,914
Fextralife,TheChief1114,553
forsen,TheChief1114,606
GTAWiseGuy,TheChief1114,2475
Harry,TheChief1114,2450
Hirona,TheChief1114,2368
Hotted89,TheChief1114,812
HutchMF,TheChief1114,1037
Jerma985,TheChief1114,554
Jonthebroski,TheChief1114,1874
Kate,TheChief1114,793
Kiva,TheChief1114,1039
Kiwo,TheChief1114,577
koil,TheChief1114,2939
Kyle,TheChief1114,4096
kyliebitkin,TheChief1114,1903
LIRIK,TheChief1114,1028
LunaOni,TheChief1114,1105
Lysium,TheChief1114,1031
MattRP,TheChief1114,1355
Mizkif,TheChief1114,608
MOONMOON,TheChief1114,3084
neutreN,TheChief1114,724
Nidas,TheChief1114,2165
Nmplol,TheChief1114,943
PENTA,TheChief1114,5322
pokelawls,TheChief1114,984
QTCinderella,TheChief1114,761
Ramee,TheChief1114,2459
RatedEpicz,TheChief1114,2073
Ray__C,TheChief1114,1385
roflgator,TheChief1114,1470
Shotz,TheChief1114,747
sodapoppin,TheChief1114,3658
Spaceboy,TheChief1114,2523
Ssaab,TheChief1114,3422
summit1g,TheChief1114,1428
Surefour,TheChief1114,880
Sykkuno,TheChief1114,1445
Tomato,TheChief1114,1104
UberHaxorNova,TheChief1114,2042
Whippy,TheChief1114,1947
Wolfabelle,TheChief1114,1236
xQc,TheChief1114,2729
Ziggy,TheChief1114,695
AdrianaChechik_,TheDanDangler,604
Alinity,TheDanDangler,1410
Almxnd,TheDanDangler,577
Amouranth,TheDanDangler,1451
BotezLive,TheDanDangler,545
Castro_1021,TheDanDangler,730
cloakzy,TheDanDangler,1715
Destroy,TheDanDangler,775
DiazBiffle,TheDanDangler,1364
IceManIsaac,TheDanDangler,568
JoeWo,TheDanDangler,1257
Jukeyz,TheDanDangler,1045
Kalei,TheDanDangler,1729
Kandyland,TheDanDangler,798
LuckyChamu,TheDanDangler,604
LuluLuvely,TheDanDangler,553
melina,TheDanDangler,1047
MuTeX,TheDanDangler,1230
NICKMERCS,TheDanDangler,2601
Ninja,TheDanDangler,871
Pieman,TheDanDangler,521
Repullze,TheDanDangler,726
ROSHTEIN,TheDanDangler,514
sashagrey,TheDanDangler,567
scump,TheDanDangler,1139
summit1g,TheDanDangler,809
SuperEvan,TheDanDangler,1024
Swagg,TheDanDangler,2253
Symfuhny,TheDanDangler,1624
Taylor_Jevaux,TheDanDangler,554
TeePee,TheDanDangler,1667
Tfue,TheDanDangler,1081
Tommey,TheDanDangler,1315
Trainwreckstv,TheDanDangler,1001
TwitchRivals,TheDanDangler,558
xQc,TheDanDangler,1073
bt0tv,TheDarkness,3675
Buerinho,TheDarkness,536
Coreano,TheDarkness,967
Fextralife,TheDarkness,819
Hayashii,TheDarkness,2623
jukes,TheDarkness,2094
liminhag0d,TheDarkness,2790
mount,TheDarkness,676
paulanobre,TheDarkness,711
pijack11,TheDarkness,582
StolenBR,TheDarkness,4025
YoDa,TheDarkness,6154
ChilledChaos,TheDeluxe4,755
AnthonyZ,TheGeekEntry,994
buddha,TheGeekEntry,1257
Carmen,TheGeekEntry,693
Castro_1021,TheGeekEntry,922
Crystalst,TheGeekEntry,581
freyzplayz,TheGeekEntry,516
Hirona,TheGeekEntry,570
HutchMF,TheGeekEntry,1081
ItsSammyP,TheGeekEntry,627
Kyle,TheGeekEntry,1173
kyliebitkin,TheGeekEntry,1138
LunaOni,TheGeekEntry,602
Nidas,TheGeekEntry,631
PENTA,TheGeekEntry,578
Ramee,TheGeekEntry,2351
RatedEpicz,TheGeekEntry,2680
Ray__C,TheGeekEntry,608
Ssaab,TheGeekEntry,1046
summit1g,TheGeekEntry,813
Sykkuno,TheGeekEntry,501
Whippy,TheGeekEntry,721
Wolfabelle,TheGeekEntry,1309
xQc,TheGeekEntry,1684
Zerkaa,TheGeekEntry,6141
8cho,TheGrefg,19906
AGBIN3R,TheGrefg,1154
AgenteMaxo,TheGrefg,4843
Alinity,TheGrefg,908
Alliege,TheGrefg,18750
AlphaSniper97,TheGrefg,3283
Amouranth,TheGrefg,13339
Andypsx,TheGrefg,1960
Anna_Chess,TheGrefg,1455
AQUINO,TheGrefg,1988
aroyitt,TheGrefg,5015
AsunaWEEB,TheGrefg,605
AverageJonas,TheGrefg,617
aXoZer,TheGrefg,30273
Bananirou,TheGrefg,1472
BarcaGamer,TheGrefg,10919
belvid,TheGrefg,4362
BENIJU03,TheGrefg,20382
benjyfishy,TheGrefg,5020
biyin_,TheGrefg,45632
blackelespanolito,TheGrefg,7854
borraskka,TheGrefg,2121
boxbox,TheGrefg,583
Brawlhalla,TheGrefg,856
Bugha,TheGrefg,5879
c0ker,TheGrefg,2042
Caedrel,TheGrefg,1740
carritoskami,TheGrefg,3513
Castro_1021,TheGrefg,2098
Chess,TheGrefg,1021
chusommontero,TheGrefg,2141
ClassyBeef,TheGrefg,651
Clix,TheGrefg,5615
cloakzy,TheGrefg,585
coscu,TheGrefg,22476
Criticas_QLS,TheGrefg,712
D3stri,TheGrefg,4031
Delt4Forc3,TheGrefg,566
DessT3,TheGrefg,1872
DiazBiffle,TheGrefg,709
DrIgo,TheGrefg,3283
DuendePablo,TheGrefg,2946
elBokeron,TheGrefg,1919
ElcanaldeJoaco,TheGrefg,5095
elded,TheGrefg,19257
elisawaves,TheGrefg,2171
ElMariana,TheGrefg,32086
ElmiilloR,TheGrefg,15818
ElOjoNinja,TheGrefg,3425
elreyguiri_f1,TheGrefg,1867
ElRichMC,TheGrefg,6129
elxokas,TheGrefg,39711
Enviosity,TheGrefg,687
eslcs_es,TheGrefg,1603
evaanna,TheGrefg,1337
Faker,TheGrefg,3452
FaZeSway,TheGrefg,1702
Fextralife,TheGrefg,1353
FolagorLives,TheGrefg,8296
Fortnite,TheGrefg,3797
Forweark,TheGrefg,2960
FoxenKin,TheGrefg,561
Frankkaster,TheGrefg,845
Gaules,TheGrefg,661
Goes_x,TheGrefg,1783
goncho,TheGrefg,8849
gonsabellla,TheGrefg,5231
GUANYAR,TheGrefg,1280
Hiko,TheGrefg,612
HoliSofi,TheGrefg,791
Horcus,TheGrefg,3281
iaaraS2,TheGrefg,3039
IamCristinini,TheGrefg,33124
iGeStarK,TheGrefg,6491
iiTzTimmy,TheGrefg,1037
IlloJuan,TheGrefg,24813
ImperialHal__,TheGrefg,1246
imviolet_,TheGrefg,742
Jaidefinichon,TheGrefg,802
Jankos,TheGrefg,2106
jcorko_,TheGrefg,2423
Jelty,TheGrefg,55163
JoeWo,TheGrefg,503
Jotacanario,TheGrefg,941
juansguarnizo,TheGrefg,110888
JUJALAG,TheGrefg,1987
k1ng,TheGrefg,7380
karchez,TheGrefg,24178
Kestico,TheGrefg,3522
keznit1,TheGrefg,3866
Kidi,TheGrefg,4493
komanche,TheGrefg,7780
Kyedae,TheGrefg,2266
LACOBRAAA,TheGrefg,1161
Letshe,TheGrefg,1338
Leynainu,TheGrefg,2043
LIRIK,TheGrefg,633
LITkillah,TheGrefg,6602
littleragergirl,TheGrefg,11742
Llobeti4,TheGrefg,18865
Loeya,TheGrefg,1260
LuisOrmenoa27,TheGrefg,1104
LVNDMARK,TheGrefg,504
LVPes,TheGrefg,8352
Makina,TheGrefg,2260
Malinkaa98,TheGrefg,1287
MarkitoNavaja,TheGrefg,6885
Mayichi,TheGrefg,16678
melina,TheGrefg,654
midbeast,TheGrefg,727
Mixwell,TheGrefg,8492
Mizkif,TheGrefg,511
mrstiventc,TheGrefg,2795
MuTeX,TheGrefg,997
MYM_ALKAPONE,TheGrefg,4531
Myth,TheGrefg,645
NAKOO_Fn,TheGrefg,11893
natalan,TheGrefg,3161
Nephtunie,TheGrefg,2737
NickDaBooM,TheGrefg,1164
NickEh30,TheGrefg,1361
NICKMERCS,TheGrefg,1302
Nightblue3,TheGrefg,529
NikitonipongoTV,TheGrefg,9372
NimuVT,TheGrefg,10343
noahreyli,TheGrefg,2014
ogmeik,TheGrefg,728
okyyy,TheGrefg,1457
ops1x,TheGrefg,2190
PABELLON_4,TheGrefg,3504
PapoMC,TheGrefg,2945
Pato,TheGrefg,2349
Perxitaa,TheGrefg,8289
Petrusco2,TheGrefg,778
pgod,TheGrefg,12060
Philza,TheGrefg,592
Rainbow6LATAM,TheGrefg,919
Rakyz,TheGrefg,1899
