Channel_Name,Language,Tags,Last Played Game,Game ID
zwave69,fr,"['Français', 'multigaming', 'RP', 'Simulator', 'DropsActivés']",Guild Wars 2,19357
xposed,en,"['IRl', 'Casino', 'Slots', 'English']",Slots,498566
yunzinseok,ko,"['한국어', '랜덤', '원코인', '룰렛', '日本語']",Just Chatting,509658
zanoxvii,it,"['zano', 'zanoxvii', 'Italiano']",Black Myth: Wukong,519291
zerator,fr,['Français'],Just Chatting,509658
ziggy,en,"['Roleplay', 'NoPixel', 'English']",Just Chatting,509658
ziggydlive,en,"['English', 'QnA', 'Guide', 'HelpingNewPlayers', 'indie', 'Storytelling']",Path of Exile,29307
yogscast,en,"['English', 'NoBackseating', 'Variety']",7 Days to Die,271304
zaayonyt,en,"['zaayonyt', 'English', 'IRL']",Just Chatting,509658
zeplahq,en,"['English', 'BackseatingAllowed', 'ADHD', 'matureratedgames']",Genshin Impact,513181
zeroyalviking,en,['English'],LOCKDOWN Protocol,144418804
zwebackhd,en,"['FIFA', 'SPORTS', 'SOCCER', 'English', 'FC']",EA Sports FC 24,143106037
yassuo,en,['English'],League of Legends,21779
yd0821,ko,"['마인크래프트', '종합게임', '한국어']",Minecraft,27471
yvonnie,en,['English'],League of Legends,21779
zackrawrr,en,"['English', 'OTK', 'otknetwork', 'StarForgePCs', 'wow', 'bald', 'gaming', 'worldofwarcraft']",Black Myth: Wukong,519291
zrush,zh,"['中文', '訂閱免廣告']",Black Myth: Wukong,519291
xchocobars,en,"['xRizzBars', 'English']",Just Chatting,509658
xhiet0,es,"['Español', 'Xhieto']",Call of Duty: Warzone,512710
yosoyricklive,es,"['español', 'clashroyale', 'yosoyrick', 'gaming', 'gamer', 'proplayer', 'CR', 'CLASH', 'Entretenimento', 'mexico']",Clash Royale,491168
zondalol,zh,"['中文', '訂閱免廣告', 'Taiwan', '十二點開', '鯨區', '启用掉宝']",Overwatch 2,515025
xcaliburye,en,['English'],Dota 2,29595
xkwhd,ko,['한국어'],VALORANT,516575
yugyungwoo,ko,"['와우', 'worldofwarcraft', '월드오브워크래프트', '용군단', '한국어', 'doom', '드롭활성화됨']",World of Warcraft,18122
zeling,es,"['Español', 'DropsActivados']",Guild Wars 2,19357
zilioner,ko,"['한국어', '마인크래프트']",Just Chatting,509658
zoil,en,['English'],Special Events,509663
xewer,fr,"['Français', 'chauve', 'FRANCE']",Fortnite,33214
xiuder_,it,"['xiuder', 'fortnite', 'BATTLEROYALE', 'xiuderone', 'Italiano', 'brawlstars']",Fortnite,33214
xmerghani,pl,['Polski'],Just Chatting,509658
xpandorya,de,"['Deutsch', 'Horror', 'indiegames', 'justchatting', 'LuckyV', 'GTARP', 'gtaroleplay']",Just Chatting,509658
xqc,en,"['English', 'vtuber', 'depression', 'adhd', 'psychosis', 'xqc', 'femboy', 'anime', 'reaction', 'IRL']",Just Chatting,509658
xth0rek,pl,"['Polski', 'drops', 'NoPixelWL', 'NoPixel']",Just Chatting,509658
yuna,pl,"['aktorstwogłosowe', 'odgrywanierol', 'Polski', 'roleplay']",DayZ,65632
zade,tr,"['türkçe', 'Sohbet', 'variety', 'zade', 'kömürkent', 'meme', 'reaction', 'tepki', 'Zonguldak', 'Türkçe']",Just Chatting,509658
zanfas_cenegal,pt,['Português'],Mount & Blade II: Bannerlord,68351
zexrow,en,"['English', 'radiant']",VALORANT,516575
zhiting_li,zh,zhiting_li,Just Chatting,509658
zloyn,ru,['Русский'],Just Chatting,509658
xn0rth,pl,"['polski', 'gtarp', '5city', 'Polski', 'leagueoflegeneds', 'midlaner', 'cyberpunk']",Cyberpunk 2077,65876
yang,pt,"['Português', 'LeagueaofLegends', 'Toplaner', 'SoloQ']",League of Legends,21779
yoda,pt,"['Português', 'YoDa', 'YGB', 'Y', 'SehLoiro', 'Magistrike', 'TFT', 'lol', 'League', 'leagueoflegends']",Special Events,509663
zynxyz,zh,"['japanese', '中文']",Minecraft,27471
xakoh,ru,['Русский'],Dota 2,29595
xaryu,en,['English'],World of Warcraft,18122
xhankyy,de,"['PC', 'Deutsch', 'MnK']",Delta Force,1282866981
yoshi93,it,['Italiano'],EA Sports FC 24,143106037
yoshinama222,ja,"['日本語', '匂わせ禁止', 'ネタバレ禁止', 'ネタバレ注意']",Pawafuru Puro Yakyuu 2024-2025,1183847148
yuniko0720,zh,['中文'],Minds Beneath Us,1569955542
zaelia,en,['English'],World of Warcraft,18122
zemie,en,"['ZeroBuild', 'Fortnite', 'Predictions', 'Competitive', 'English']",Fortnite,33214
zentreya,en,"['vtuber', 'subtitles', 'anime', 'Vshojo', 'based', 'GoodMusicTaste', 'English', 'ForkliftCertified', 'pro', 'smiles']",Just Chatting,509658
zombie_barricades,en,"['420', 'RolePlay', 'GTARP', 'Funny', 'Rust', 'GTA5RP', 'GTAV', 'GTAVRP', 'English', 'NoPixel']",Rust,263490
zombs,en,['English'],VALORANT,516575
zoomaa,en,"['English', 'PrestigeRP']",Grand Theft Auto V,32982
zorlakoka,pt,['Português'],Counter-Strike,32399
xxxthefocusxxx,es,"['Español', 'SpainRP']",Grand Theft Auto V,32982
zrool,da,"['Dansk', 'English', 'UEFN', 'Creative', 'commpetitive', 'ZeroBuildFortnite', 'Fortnite']",League of Legends,21779
zunksoyyo,es,"['Español', 'Roleplay']",Just Chatting,509658
